repeat,fold,branch,control_set,train_images,test_images,accuracy,balanced_accuracy
14,2,random,1,72,25,0.4,0.4361111111111111
14,2,random,2,72,25,0.48,0.41666666666666663
14,2,random,3,72,25,0.44,0.4861111111111111
14,2,random,4,72,25,0.48,0.5513888888888889
14,2,random,5,72,25,0.6,0.6041666666666666
14,2,random,6,72,25,0.48,0.41388888888888886
14,2,random,7,72,25,0.32,0.4111111111111111
14,3,official,-1,75,22,0.5909090909090909,0.4826388888888889
14,3,random,0,75,22,0.45454545454545453,0.5416666666666666
14,3,random,1,75,22,0.4090909090909091,0.513888888888889
14,3,random,2,75,22,0.45454545454545453,0.4861111111111111
14,3,random,3,75,22,0.4090909090909091,0.4618055555555556
14,3,random,4,75,22,0.4090909090909091,0.4548611111111111
14,3,random,5,75,22,0.45454545454545453,0.4826388888888889
14,3,random,6,75,22,0.5,0.5694444444444444
14,3,random,7,75,22,0.2727272727272727,0.3715277777777778
15,0,official,-1,72,25,0.68,0.5847222222222221
15,0,random,0,72,25,0.56,0.6416666666666666
15,0,random,1,72,25,0.32,0.3833333333333333
15,0,random,2,72,25,0.32,0.20833333333333331
15,0,random,3,72,25,0.4,0.33611111111111114
15,0,random,4,72,25,0.48,0.3833333333333333
15,0,random,5,72,25,0.4,0.26111111111111107
15,0,random,6,72,25,0.44,0.3611111111111111
15,0,random,7,72,25,0.36,0.3763888888888889
15,1,official,-1,72,25,0.68,0.6222222222222222
15,1,random,0,72,25,0.44,0.42638888888888893
15,1,random,1,72,25,0.44,0.5263888888888889
15,1,random,2,72,25,0.32,0.3138888888888889
15,1,random,3,72,25,0.4,0.5013888888888889
15,1,random,4,72,25,0.48,0.41388888888888886
15,1,random,5,72,25,0.36,0.3763888888888889
15,1,random,6,72,25,0.36,0.3388888888888889
15,1,random,7,72,25,0.32,0.41388888888888886
15,2,official,-1,72,25,0.84,0.7597222222222222
15,2,random,0,72,25,0.44,0.4986111111111111
15,2,random,1,72,25,0.4,0.46805555555555556
15,2,random,2,72,25,0.56,0.6388888888888888
15,2,random,3,72,25,0.52,0.6486111111111111
15,2,random,4,72,25,0.52,0.5333333333333333
15,2,random,5,72,25,0.56,0.5666666666666667
15,2,random,6,72,25,0.4,0.39861111111111114
15,2,random,7,72,25,0.6,0.6638888888888889
15,3,official,-1,75,22,0.8636363636363636,0.8020833333333334
15,3,random,0,75,22,0.45454545454545453,0.6006944444444444
15,3,random,1,75,22,0.7272727272727273,0.8229166666666666
15,3,random,2,75,22,0.45454545454545453,0.29166666666666663
15,3,random,3,75,22,0.5909090909090909,0.6840277777777778
15,3,random,4,75,22,0.5909090909090909,0.6284722222222222
15,3,random,5,75,22,0.36363636363636365,0.2361111111111111
15,3,random,6,75,22,0.5909090909090909,0.625
15,3,random,7,75,22,0.5909090909090909,0.6284722222222222
16,0,official,-1,72,25,0.64,0.6569444444444444
16,0,random,0,72,25,0.6,0.6694444444444445
16,0,random,1,72,25,0.44,0.5180555555555555
16,0,random,2,72,25,0.6,0.6291666666666667
16,0,random,3,72,25,0.56,0.5986111111111111
16,0,random,4,72,25,0.52,0.5388888888888889
16,0,random,5,72,25,0.6,0.6236111111111111
16,0,random,6,72,25,0.4,0.49583333333333335
16,0,random,7,72,25,0.44,0.48888888888888893
16,1,official,-1,72,25,0.8,0.7375
16,1,random,0,72,25,0.28,0.3611111111111111
16,1,random,1,72,25,0.36,0.30833333333333335
16,1,random,2,72,25,0.32,0.2861111111111111
16,1,random,3,72,25,0.36,0.4111111111111111
16,1,random,4,72,25,0.44,0.35833333333333334
16,1,random,5,72,25,0.4,0.26111111111111107
16,1,random,6,72,25,0.48,0.38611111111111107
16,1,random,7,72,25,0.4,0.4361111111111111
16,2,official,-1,72,25,0.72,0.6763888888888889
16,2,random,0,72,25,0.56,0.5763888888888888
16,2,random,1,72,25,0.48,0.5236111111111111
16,2,random,2,72,25,0.6,0.6236111111111111
16,2,random,3,72,25,0.44,0.5208333333333333
16,2,random,4,72,25,0.64,0.6833333333333333
16,2,random,5,72,25,0.6,0.5611111111111111
16,2,random,6,72,25,0.52,0.5708333333333333
16,2,random,7,72,25,0.4,0.49583333333333335
16,3,official,-1,75,22,0.9090909090909091,0.8888888888888888
16,3,random,0,75,22,0.5909090909090909,0.6874999999999999
16,3,random,1,75,22,0.5909090909090909,0.6874999999999999
16,3,random,2,75,22,0.5454545454545454,0.4513888888888889
16,3,random,3,75,22,0.5454545454545454,0.6041666666666666
16,3,random,4,75,22,0.5454545454545454,0.44791666666666663
16,3,random,5,75,22,0.6363636363636364,0.5659722222222222
16,3,random,6,75,22,0.5,0.4236111111111111
16,3,random,7,75,22,0.6363636363636364,0.6631944444444445
17,0,official,-1,72,25,0.72,0.6472222222222221
17,0,random,0,72,25,0.64,0.7319444444444445
17,0,random,1,72,25,0.6,0.5666666666666667
17,0,random,2,72,25,0.48,0.39166666666666666
17,0,random,3,72,25,0.48,0.44861111111111107
17,0,random,4,72,25,0.56,0.4472222222222222
17,0,random,5,72,25,0.36,0.24166666666666664
17,0,random,6,72,25,0.4,0.2638888888888889
17,0,random,7,72,25,0.52,0.5194444444444444
17,1,official,-1,72,25,0.88,0.8819444444444444
17,1,random,0,72,25,0.56,0.6763888888888889
17,1,random,1,72,25,0.6,0.6958333333333333
17,1,random,2,72,25,0.48,0.44861111111111107
17,1,random,3,72,25,0.64,0.6944444444444444
17,1,random,4,72,25,0.52,0.5361111111111111
17,1,random,5,72,25,0.4,0.45555555555555555
17,1,random,6,72,25,0.64,0.6541666666666667
17,1,random,7,72,25,0.52,0.5736111111111111
17,2,official,-1,72,25,0.72,0.65
17,2,random,0,72,25,0.6,0.6319444444444444
17,2,random,1,72,25,0.48,0.5916666666666667
17,2,random,2,72,25,0.6,0.6319444444444444
17,2,random,3,72,25,0.48,0.5888888888888889
17,2,random,4,72,25,0.52,0.5763888888888888
17,2,random,5,72,25,0.44,0.49444444444444446
17,2,random,6,72,25,0.56,0.6416666666666666
17,2,random,7,72,25,0.44,0.49444444444444446
17,3,official,-1,75,22,0.7272727272727273,0.7708333333333333
17,3,random,0,75,22,0.36363636363636365,0.4027777777777778
17,3,random,1,75,22,0.3181818181818182,0.3159722222222222
17,3,random,2,75,22,0.4090909090909091,0.3125
17,3,random,3,75,22,0.5454545454545454,0.59375
17,3,random,4,75,22,0.5,0.4131944444444444
17,3,random,5,75,22,0.45454545454545453,0.3472222222222222
17,3,random,6,75,22,0.5454545454545454,0.49999999999999994
17,3,random,7,75,22,0.45454545454545453,0.4826388888888889
18,0,official,-1,72,25,0.76,0.7722222222222221
18,0,random,0,72,25,0.52,0.5166666666666666
18,0,random,1,72,25,0.48,0.3888888888888889
18,0,random,2,72,25,0.44,0.36666666666666664
18,0,random,3,72,25,0.4,0.4013888888888889
18,0,random,4,72,25,0.48,0.35138888888888886
18,0,random,5,72,25,0.48,0.35138888888888886
18,0,random,6,72,25,0.44,0.32916666666666666
18,0,random,7,72,25,0.52,0.5416666666666666
18,1,official,-1,72,25,0.76,0.5722222222222222
18,1,random,0,72,25,0.52,0.5541666666666667
18,1,random,1,72,25,0.4,0.3416666666666667
18,1,random,2,72,25,0.32,0.30833333333333335
18,1,random,3,72,25,0.44,0.46111111111111114
18,1,random,4,72,25,0.44,0.4236111111111111
18,1,random,5,72,25,0.36,0.33611111111111114
18,1,random,6,72,25,0.32,0.24861111111111112
18,1,random,7,72,25,0.56,0.46944444444444444
18,2,official,-1,72,25,0.8,0.7347222222222223
18,2,random,0,72,25,0.48,0.49444444444444446
18,2,random,1,72,25,0.52,0.5513888888888889
18,2,random,2,72,25,0.56,0.6041666666666666
18,2,random,3,72,25,0.44,0.49166666666666664
18,2,random,4,72,25,0.52,0.5416666666666666
18,2,random,5,72,25,0.48,0.45416666666666666
18,2,random,6,72,25,0.6,0.6666666666666666
18,2,random,7,72,25,0.36,0.44166666666666665
18,3,official,-1,75,22,0.9090909090909091,0.8854166666666666
18,3,random,0,75,22,0.5,0.6215277777777778
18,3,random,1,75,22,0.5,0.5659722222222222
18,3,random,2,75,22,0.45454545454545453,0.5347222222222222
18,3,random,3,75,22,0.5,0.5138888888888888
18,3,random,4,75,22,0.6818181818181818,0.6840277777777778
18,3,random,5,75,22,0.45454545454545453,0.4861111111111111
18,3,random,6,75,22,0.5909090909090909,0.5833333333333333
18,3,random,7,75,22,0.45454545454545453,0.6006944444444444
19,0,official,-1,72,25,0.84,0.8222222222222222
19,0,random,0,72,25,0.56,0.6791666666666667
19,0,random,1,72,25,0.48,0.5513888888888889
19,0,random,2,72,25,0.48,0.4861111111111111
19,0,random,3,72,25,0.56,0.5763888888888888
19,0,random,4,72,25,0.52,0.4388888888888889
19,0,random,5,72,25,0.64,0.5486111111111112
19,0,random,6,72,25,0.48,0.44861111111111107
19,0,random,7,72,25,0.56,0.5638888888888889
19,1,official,-1,72,25,0.8,0.8347222222222221
19,1,random,0,72,25,0.48,0.6555555555555556
19,1,random,1,72,25,0.4,0.5680555555555555
19,1,random,2,72,25,0.4,0.5305555555555556
19,1,random,3,72,25,0.48,0.5513888888888889
19,1,random,4,72,25,0.64,0.6833333333333333
19,1,random,5,72,25,0.4,0.5305555555555556
19,1,random,6,72,25,0.48,0.6236111111111111
19,1,random,7,72,25,0.28,0.45555555555555555
19,2,official,-1,72,25,0.8,0.7347222222222223
19,2,random,0,72,25,0.6,0.5347222222222222
19,2,random,1,72,25,0.68,0.6541666666666667
19,2,random,2,72,25,0.56,0.6041666666666666
19,2,random,3,72,25,0.6,0.6666666666666666
19,2,random,4,72,25,0.48,0.5138888888888888
19,2,random,5,72,25,0.48,0.5166666666666666
19,2,random,6,72,25,0.6,0.5916666666666667
19,2,random,7,72,25,0.52,0.5819444444444444
19,3,official,-1,75,22,0.6363636363636364,0.5625
19,3,random,0,75,22,0.5454545454545454,0.5625
19,3,random,1,75,22,0.5454545454545454,0.4618055555555556
19,3,random,2,75,22,0.22727272727272727,0.2013888888888889
19,3,random,3,75,22,0.4090909090909091,0.3194444444444444
19,3,random,4,75,22,0.3181818181818182,0.2638888888888889
19,3,random,5,75,22,0.4090909090909091,0.2708333333333333
19,3,random,6,75,22,0.36363636363636365,0.2326388888888889
19,3,random,7,75,22,0.36363636363636365,0.3368055555555556
