scenario_id,agent_type,display_name,agent_family,source_archive,n_repeats,accepted_copresence_outcomes,required_copresence_outcomes,accepted_over_required,copresence_outcome_rate,social_pass_k,mean_task_completion,mean_trace_feasibility
social_copresence_two_party,api_llm_react_tool_policy,ReAct-style tool-use policy,paper_backed_execution_baseline,6-city/results/cityintent_v1_rc1/paper_backed_baselines_2x6socialx3_gpt54mini_2026-07-07,3,6,6,6/6,1.0,1.0,1.0,1.0
social_copresence_two_party,api_llm_plan_and_execute,Plan-and-Execute policy,paper_backed_execution_baseline,6-city/results/cityintent_v1_rc1/paper_backed_baselines_2x6socialx3_gpt54mini_2026-07-07,3,3,6,3/6,0.5,0.0,0.5,0.8843333333333333
social_copresence_two_party,gatsim_official_planner,GATSim adapted planner,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,6,6,6/6,1.0,1.0,1.0,1.0
social_copresence_two_party,agentsociety_official_plan_blocks,AgentSociety plan-block adapter,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,0,6,0/6,0.0,0.0,0.0,0.32233333333333336
social_copresence_two_party,generative_agents_official_planner,Generative Agents adapted planner,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,0,6,0/6,0.0,0.0,0.0,0.6016666666666667
social_copresence_two_party,sotopia_official_llm_agent,SOTOPIA-style LLMAgent adapter,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,0,6,0/6,0.0,0.0,0.0,1.0
social_copresence_with_errand,api_llm_react_tool_policy,ReAct-style tool-use policy,paper_backed_execution_baseline,6-city/results/cityintent_v1_rc1/paper_backed_baselines_2x6socialx3_gpt54mini_2026-07-07,3,3,3,3/3,1.0,1.0,1.0,0.75
social_copresence_with_errand,api_llm_plan_and_execute,Plan-and-Execute policy,paper_backed_execution_baseline,6-city/results/cityintent_v1_rc1/paper_backed_baselines_2x6socialx3_gpt54mini_2026-07-07,3,3,3,3/3,1.0,1.0,1.0,0.8569999999999999
social_copresence_with_errand,gatsim_official_planner,GATSim adapted planner,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,3,3,3/3,1.0,1.0,1.0,0.9090000000000001
social_copresence_with_errand,agentsociety_official_plan_blocks,AgentSociety plan-block adapter,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,3,3,3/3,1.0,1.0,1.0,1.0
social_copresence_with_errand,generative_agents_official_planner,Generative Agents adapted planner,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,1,3,1/3,0.3333333333333333,0.0,0.4723333333333333,0.7316666666666668
social_copresence_with_errand,sotopia_official_llm_agent,SOTOPIA-style LLMAgent adapter,adapted_official_decision_layer,6-city/results/cityintent_v1_rc1/external_frameworks_4x6socialx1_gpt54mini_2026-07-06,3,0,3,0/3,0.0,0.0,0.0,0.7666666666666666
