entropy_run,num_visited_locations,rho_h1_run,tar_h1_run,bsr_h1_run,rho_h2_run,tar_h2_run,bsr_h2_run,rho_h3_run,tar_h3_run,bsr_h3_run,window_start,window_end,window_index,seed,condition
0.9141792098950027,15.0,0.7146335624905478,0.8965902852655792,0.8965902852655792,0.8238551979250772,1.1687006922722603,1.1687006922722603,0.3464674335917916,0.36142368016819304,0.36142368016819304,101,150,2,6,C6m
0.8372135833411364,15.0,0.7559985863005323,0.9868094750000044,0.9868094750000044,0.8290870407266764,1.1852089098433425,1.1852089098433425,0.5145737504573041,0.5689309777623246,0.5689309777623246,1,50,0,6,C4
0.8449376831941603,14.0,0.470247229685939,0.5103877112411108,0.5103877112411108,0.7834484079168804,1.0542376286378188,1.0542376286378188,0.35558532336163956,0.37182309314638035,0.37182309314638035,51,100,1,6,C4
0.8894195405011621,15.0,0.7325971074993484,0.9343101491291442,0.9343101491291442,0.9043636025167155,1.495674845207883,1.495674845207883,0.3506229089866881,0.3661537985949485,0.3661537985949485,101,150,2,6,C4
0.9070952181305694,15.0,0.2966898985981189,0.3058860791831132,0.3058860791831132,0.39160692104810263,0.41369661610508107,0.41369661610508107,0.2756645091735558,0.28298391765682007,0.28298391765682007,1,50,0,7,C1
0.839318119288075,14.0,0.1582148175115224,0.15955514713647156,0.15955514713647156,0.4779835051151835,0.5203673771961937,0.5203673771961937,0.3370893204278213,0.35080506098684455,0.35080506098684455,51,100,1,7,C1
0.9003248257509787,15.0,0.22588890006902235,0.22985304464637632,0.22985304464637632,0.4512835382291964,0.4863108988081565,0.4863108988081565,-0.037403329200308984,-0.03742078638814512,0.03742078638814512,101,150,2,7,C1
0.9217001961053656,15.0,0.8160491450243805,1.14487499581177,1.14487499581177,0.9248072780058696,1.6212633410546085,1.6212633410546085,0.4744502802158136,0.5157978539223642,0.5157978539223642,1,50,0,7,C6m
0.8901191072631551,15.0,0.6604835114915616,0.7936707990337167,0.7936707990337167,0.8069623159601655,1.118258505980068,1.118258505980068,0.5071763905747807,0.558920959731943,0.558920959731943,51,100,1,7,C6m
0.8401036769975124,14.0,0.2918696875616199,0.3006088421808357,0.3006088421808357,0.6755408417282818,0.8208658074949959,0.8208658074949959,0.5234074239176436,0.581021421735055,0.581021421735055,101,150,2,7,C6m
0.860405737893548,14.0,0.9250320967578399,1.6228189275289198,1.6228189275289198,0.7136832774782071,0.8946508384974062,0.8946508384974062,0.6323509457718904,0.7453238632738219,0.7453238632738219,1,50,0,7,C4
0.8509893576977757,15.0,0.8990253458709032,1.467113260774306,1.467113260774306,0.7733755720137115,1.028672983585348,1.028672983585348,0.6032570495761559,0.6982519520660594,0.6982519520660594,51,100,1,7,C4
0.7438605433542085,13.0,0.5502455329397473,0.6187334003082027,0.6187334003082027,0.6240377207533827,0.7315909651559962,0.7315909651559962,0.4761247349919579,0.5179609491427853,0.5179609491427853,101,150,2,7,C4
0.9226691426920118,15.0,0.17378498699024028,0.17556689599812567,0.17556689599812567,0.7761831253268217,1.035696917812098,1.035696917812098,,,,1,50,0,8,C1
0.9121312383533484,15.0,0.2651181549086256,0.27160553428849893,0.27160553428849893,0.6641940930167951,0.8002814608751743,0.8002814608751743,,,,51,100,1,8,C1
0.8835199448293108,15.0,0.23043200153004212,0.23464564550088174,0.23464564550088174,0.5090217401253884,0.5614085080330035,0.5614085080330035,,,,101,150,2,8,C1
0.9234203784366112,15.0,0.32779619860108256,0.3403571414575266,0.3403571414575266,0.8346896625743218,1.2034030423705688,1.2034030423705688,0.6545582610054071,0.7832326697535792,0.7832326697535792,1,50,0,8,C6m
0.925075078559659,15.0,0.8290945479960227,1.1852329247707523,1.1852329247707523,0.8862169890896502,1.4040176437900875,1.4040176437900875,0.6434325717995281,0.7640095018411425,0.7640095018411425,51,100,1,8,C6m
0.8583086067208978,15.0,0.502870595492968,0.5531409625612697,0.5531409625612697,0.8280767757365926,1.1819858721945784,1.1819858721945784,0.6545582610054071,0.7832326697535792,0.7832326697535792,101,150,2,8,C6m
