label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score
Buttress,0,PN-sampled,20261618,10,25,986,8,48,20,769,2,22,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.6363636363636364,0.16025641025641024,0.45109015703201294,0.4185623824596405
Buttress,0,Ignore,20261618,10,25,986,8,48,20,769,2,22,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.7045454545454545,0.20833333333333331,0.4740692973136902,0.4777612090110779
Buttress,0,nnPU-sampled,20261618,10,25,986,8,48,20,769,2,22,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.5,0.11688311688311688,0.8875948786735535,0.4103367328643799
Buttress,0,IPW-nnPU,20261618,10,25,986,8,48,20,769,2,22,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.6590909090909091,0.16666666666666666,0.9731802940368652,0.4616973102092743
Buttress,0,FullPool-nnPU,20261618,10,25,986,8,48,20,769,2,22,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.8863636363636364,0.6428571428571428,0.9722696542739868,0.43060556054115295
Buttress,1,PN-sampled,20262627,10,25,986,8,48,21,782,2,38,0.016531724482774734,0.036451466381549835,0.08204105496406555,17.06407356262207,0.9473684210526315,0.45,0.5302805304527283,0.4174096882343292
Buttress,1,Ignore,20262627,10,25,986,8,48,21,782,2,38,0.016531724482774734,0.036451466381549835,0.08204105496406555,17.06407356262207,0.9736842105263158,0.5833333333333333,0.5266537666320801,0.48161545395851135
Buttress,1,nnPU-sampled,20262627,10,25,986,8,48,21,782,2,38,0.016531724482774734,0.036451466381549835,0.08204105496406555,17.06407356262207,0.8157894736842105,0.23809523809523808,0.9475736021995544,0.3872409164905548
Buttress,1,IPW-nnPU,20262627,10,25,986,8,48,21,782,2,38,0.016531724482774734,0.036451466381549835,0.08204105496406555,17.06407356262207,0.8947368421052632,0.26666666666666666,0.984623908996582,0.46124759316444397
Buttress,1,FullPool-nnPU,20262627,10,25,986,8,48,21,782,2,38,0.016531724482774734,0.036451466381549835,0.08204105496406555,17.06407356262207,0.9605263157894737,0.7,0.981968879699707,0.44943472743034363
Buttress,2,PN-sampled,20263636,10,25,986,8,48,20,769,2,32,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.625,0.14545454545454545,0.43633952736854553,0.41919174790382385
Buttress,2,Ignore,20263636,10,25,986,8,48,20,769,2,32,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.6875,0.17763157894736842,0.4588348865509033,0.4796021580696106
Buttress,2,nnPU-sampled,20263636,10,25,986,8,48,20,769,2,32,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.625,0.10833333333333334,0.8875948786735535,0.4103367328643799
Buttress,2,IPW-nnPU,20263636,10,25,986,8,48,20,769,2,32,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.671875,0.12222222222222222,0.9731802940368652,0.4616973102092743
Buttress,2,FullPool-nnPU,20263636,10,25,986,8,48,20,769,2,32,0.016531724482774734,0.03816813975572586,0.08204105496406555,15.997097969055176,0.875,0.3611111111111111,0.9722696542739868,0.43060556054115295
Buttress,3,PN-sampled,20264645,10,25,986,8,48,19,776,2,26,0.016531724482774734,0.03838155046105385,0.08204105496406555,15.051594734191895,0.8461538461538461,0.26666666666666666,0.513791561126709,0.42672351002693176
Buttress,3,Ignore,20264645,10,25,986,8,48,19,776,2,26,0.016531724482774734,0.03838155046105385,0.08204105496406555,15.051594734191895,1.0,1.0,0.5159146189689636,0.48291683197021484
Buttress,3,nnPU-sampled,20264645,10,25,986,8,48,19,776,2,26,0.016531724482774734,0.03838155046105385,0.08204105496406555,15.051594734191895,0.6730769230769231,0.14583333333333331,0.9448733329772949,0.46611905097961426
Buttress,3,IPW-nnPU,20264645,10,25,986,8,48,19,776,2,26,0.016531724482774734,0.03838155046105385,0.08204105496406555,15.051594734191895,0.7115384615384616,0.3125,0.968418300151825,0.49545398354530334
Buttress,3,FullPool-nnPU,20264645,10,25,986,8,48,19,776,2,26,0.016531724482774734,0.03838155046105385,0.08204105496406555,15.051594734191895,0.7884615384615384,0.5769230769230769,0.951935350894928,0.43229925632476807
Buttress,4,PN-sampled,20265654,10,25,986,8,48,20,779,2,40,0.0189614649862051,0.044419772922992706,0.10811693221330643,16.67461395263672,0.775,0.1388888888888889,0.4864300489425659,0.41523686051368713
Buttress,4,Ignore,20265654,10,25,986,8,48,20,779,2,40,0.0189614649862051,0.044419772922992706,0.10811693221330643,16.67461395263672,0.9624999999999999,0.5,0.5125669240951538,0.4655742943286896
Buttress,4,nnPU-sampled,20265654,10,25,986,8,48,20,779,2,40,0.0189614649862051,0.044419772922992706,0.10811693221330643,16.67461395263672,0.2625,0.04791666666666666,0.8792098164558411,0.5004516243934631
Buttress,4,IPW-nnPU,20265654,10,25,986,8,48,20,779,2,40,0.0189614649862051,0.044419772922992706,0.10811693221330643,16.67461395263672,0.3875,0.05654761904761904,0.9371941089630127,0.5024453401565552
Buttress,4,FullPool-nnPU,20265654,10,25,986,8,48,20,779,2,40,0.0189614649862051,0.044419772922992706,0.10811693221330643,16.67461395263672,0.5874999999999999,0.10591133004926108,0.9345884323120117,0.4230341911315918
Buttress,5,PN-sampled,20266663,10,25,986,8,48,17,839,2,36,0.016531724482774734,0.03385695815086365,0.10811693221330643,14.19049072265625,0.3888888888888889,0.07702702702702703,0.3929787874221802,0.36851510405540466
Buttress,5,Ignore,20266663,10,25,986,8,48,17,839,2,36,0.016531724482774734,0.03385695815086365,0.10811693221330643,14.19049072265625,0.4861111111111111,0.2763157894736842,0.4235089123249054,0.43589162826538086
Buttress,5,nnPU-sampled,20266663,10,25,986,8,48,17,839,2,36,0.016531724482774734,0.03385695815086365,0.10811693221330643,14.19049072265625,0.2222222222222222,0.04976851851851852,0.7544021606445312,0.3789460361003876
Buttress,5,IPW-nnPU,20266663,10,25,986,8,48,17,839,2,36,0.016531724482774734,0.03385695815086365,0.10811693221330643,14.19049072265625,0.18055555555555558,0.04700854700854701,0.7753249406814575,0.4598952531814575
Buttress,5,FullPool-nnPU,20266663,10,25,986,8,48,17,839,2,36,0.016531724482774734,0.03385695815086365,0.10811693221330643,14.19049072265625,0.19444444444444442,0.04805491990846682,0.7351665496826172,0.4319296181201935
Buttress,6,PN-sampled,20267672,10,25,986,8,48,22,794,2,37,0.016531724482774734,0.037844739854335785,0.10811693221330643,17.517969131469727,0.9864864864864865,0.8333333333333333,0.5432997941970825,0.4200935661792755
Buttress,6,Ignore,20267672,10,25,986,8,48,22,794,2,37,0.016531724482774734,0.037844739854335785,0.10811693221330643,17.517969131469727,0.9594594594594594,0.5,0.5298820734024048,0.48087817430496216
Buttress,6,nnPU-sampled,20267672,10,25,986,8,48,22,794,2,37,0.016531724482774734,0.037844739854335785,0.10811693221330643,17.517969131469727,0.9054054054054054,0.375,0.9752746820449829,0.45561936497688293
