label,repeat,method,split_seed,positive_count,unlabeled_count,train_positive,train_reliable_negative,train_unlabeled,eval_positive,eval_reliable_negative,roc_auc,average_precision,eval_positive_mean_score,unlabeled_mean_score,unlabeled_above_rn95_rate
Buttress,18,nnPU(pi=0.25),20279780,10,30,8,48,24,2,27,0.40740740740740744,0.10714285714285714,0.6201544404029846,0.42405009269714355,0.0
Buttress,18,nnPU(pi=0.50),20279780,10,30,8,48,24,2,27,0.40740740740740744,0.11781609195402298,0.8905653357505798,0.8480229377746582,0.0
Buttress,19,PN,20280789,10,30,8,48,24,2,30,0.8333333333333333,0.2361111111111111,0.4967626929283142,0.4591013491153717,0.25
Buttress,19,Ignore,20280789,10,30,8,48,24,2,30,0.8333333333333333,0.2361111111111111,0.5033473372459412,0.5651541352272034,0.875
Buttress,19,nnPU(pi=0.10),20280789,10,30,8,48,24,2,30,0.4666666666666667,0.08333333333333334,0.9241201877593994,0.22585470974445343,0.0
Buttress,19,nnPU(pi=0.25),20280789,10,30,8,48,24,2,30,0.4666666666666667,0.08333333333333333,0.9120568037033081,0.40154728293418884,0.0
Buttress,19,nnPU(pi=0.50),20280789,10,30,8,48,24,2,30,0.6333333333333333,0.11666666666666667,0.9813113212585449,0.8502722382545471,0.0
Buttress,20,PN,20281798,10,30,8,48,24,2,31,0.8387096774193548,0.2361111111111111,0.5027149319648743,0.43077027797698975,0.0
Buttress,20,Ignore,20281798,10,30,8,48,24,2,31,0.9516129032258065,0.5,0.5068614482879639,0.5179321765899658,0.4583333333333333
Buttress,20,nnPU(pi=0.10),20281798,10,30,8,48,24,2,31,0.40322580645161293,0.07323232323232323,0.8258098363876343,0.22897660732269287,0.0
Buttress,20,nnPU(pi=0.25),20281798,10,30,8,48,24,2,31,0.38709677419354843,0.07125603864734299,0.8709564805030823,0.4244570732116699,0.0
