label,repeat,method,split_seed,positive_count,unlabeled_count,train_positive,train_reliable_negative,train_unlabeled,eval_positive,eval_reliable_negative,roc_auc,average_precision,eval_positive_mean_score,unlabeled_mean_score,unlabeled_above_rn95_rate,propensity_floor,propensity_min,propensity_median,propensity_max,positive_weight_ess
Pilaster,23,PN,20284801,11,33,9,54,27,2,27,0.962962962962963,0.75,0.6370149254798889,0.281564325094223,0.0,nan,nan,nan,nan,nan
Pilaster,23,Ignore,20284801,11,33,9,54,27,2,27,0.9814814814814815,0.8333333333333333,0.6060371994972229,0.3665701448917389,0.0,nan,nan,nan,nan,nan
Pilaster,23,nnPU(pi=0.10),20284801,11,33,9,54,27,2,27,0.8888888888888888,0.625,0.9026877284049988,0.237037792801857,0.0,nan,nan,nan,nan,nan
Pilaster,23,nnPU(pi=0.25),20284801,11,33,9,54,27,2,27,0.8518518518518519,0.6,0.9387246370315552,0.519557774066925,0.0,nan,nan,nan,nan,nan
Pilaster,23,nnPU(pi=0.50),20284801,11,33,9,54,27,2,27,0.8703703703703703,0.6111111111111112,0.9593697786331177,0.776411771774292,0.0,nan,nan,nan,nan,nan
Pilaster,23,"SA-nnPU(pi=0.25,e>=0.10)",20284801,11,33,9,54,27,2,27,0.9074074074074074,0.6428571428571428,0.9471638202667236,0.5266031622886658,0.0,0.1,0.5157518358579262,0.8756099327458076,0.9600399247813272,8.610782623291016
Pilaster,23,"SA-nnPU(pi=0.25,e>=0.20)",20284801,11,33,9,54,27,2,27,0.9074074074074074,0.6428571428571428,0.9471638202667236,0.5266031622886658,0.0,0.2,0.5157518358579262,0.8756099327458076,0.9600399247813272,8.610782623291016
Pilaster,24,PN,20285810,11,33,9,54,27,2,28,1.0,1.0,0.7314145565032959,0.289691299200058,0.0,nan,nan,nan,nan,nan
Pilaster,24,Ignore,20285810,11,33,9,54,27,2,28,1.0,1.0,0.6629681587219238,0.3715863823890686,0.0,nan,nan,nan,nan,nan
Pilaster,24,nnPU(pi=0.10),20285810,11,33,9,54,27,2,28,1.0,1.0,0.950363278388977,0.2061157524585724,0.0,nan,nan,nan,nan,nan
Pilaster,24,nnPU(pi=0.25),20285810,11,33,9,54,27,2,28,1.0,1.0,0.9667506217956543,0.4875044524669647,0.0,nan,nan,nan,nan,nan
Pilaster,24,nnPU(pi=0.50),20285810,11,33,9,54,27,2,28,1.0,1.0,0.9889377355575562,0.8690792918205261,0.0,nan,nan,nan,nan,nan
Pilaster,24,"SA-nnPU(pi=0.25,e>=0.10)",20285810,11,33,9,54,27,2,28,1.0,1.0,0.9442318677902222,0.4698505997657776,0.0,0.1,0.5874864462479438,0.8426124651275032,0.9516406120450548,8.768348693847656
Pilaster,24,"SA-nnPU(pi=0.25,e>=0.20)",20285810,11,33,9,54,27,2,28,1.0,1.0,0.9442318677902222,0.4698505997657776,0.0,0.2,0.5874864462479438,0.8426124651275032,0.9516406120450548,8.768348693847656
Pilaster,25,PN,20286819,11,33,9,54,27,2,41,1.0,1.0,0.6830118894577026,0.30045178532600403,0.0,nan,nan,nan,nan,nan
Pilaster,25,Ignore,20286819,11,33,9,54,27,2,41,1.0,1.0,0.6204034090042114,0.4000110626220703,0.0,nan,nan,nan,nan,nan
Pilaster,25,nnPU(pi=0.10),20286819,11,33,9,54,27,2,41,1.0,1.0,0.9567534327507019,0.23826445639133453,0.0,nan,nan,nan,nan,nan
Pilaster,25,nnPU(pi=0.25),20286819,11,33,9,54,27,2,41,1.0,1.0,0.9459539651870728,0.4485395848751068,0.0,nan,nan,nan,nan,nan
Pilaster,25,nnPU(pi=0.50),20286819,11,33,9,54,27,2,41,1.0,1.0,0.9873223304748535,0.8447467684745789,0.0,nan,nan,nan,nan,nan
Pilaster,25,"SA-nnPU(pi=0.25,e>=0.10)",20286819,11,33,9,54,27,2,41,1.0,1.0,0.9587503671646118,0.45985424518585205,0.0,0.1,0.579517364145229,0.8650718418381839,0.96294589449461,8.761083602905273
Pilaster,25,"SA-nnPU(pi=0.25,e>=0.20)",20286819,11,33,9,54,27,2,41,1.0,1.0,0.9587503671646118,0.45985424518585205,0.0,0.2,0.579517364145229,0.8650718418381839,0.96294589449461,8.761083602905273
Pilaster,26,PN,20287828,11,33,9,54,27,2,28,0.9821428571428572,0.8333333333333333,0.6663893461227417,0.28279319405555725,0.0,nan,nan,nan,nan,nan
Pilaster,26,Ignore,20287828,11,33,9,54,27,2,28,0.9821428571428572,0.8333333333333333,0.6095792055130005,0.36574816703796387,0.0,nan,nan,nan,nan,nan
Pilaster,26,nnPU(pi=0.10),20287828,11,33,9,54,27,2,28,1.0,1.0,0.8933168649673462,0.15179599821567535,0.0,nan,nan,nan,nan,nan
Pilaster,26,nnPU(pi=0.25),20287828,11,33,9,54,27,2,28,1.0,1.0,0.9482995271682739,0.47053369879722595,0.0,nan,nan,nan,nan,nan
Pilaster,26,nnPU(pi=0.50),20287828,11,33,9,54,27,2,28,1.0,1.0,0.9731963872909546,0.8246747255325317,0.0,nan,nan,nan,nan,nan
Pilaster,26,"SA-nnPU(pi=0.25,e>=0.10)",20287828,11,33,9,54,27,2,28,1.0,1.0,0.9505220651626587,0.4696820080280304,0.0,0.1,0.5759033406542138,0.843669719746394,0.9511894367027639,8.748042106628418
Pilaster,26,"SA-nnPU(pi=0.25,e>=0.20)",20287828,11,33,9,54,27,2,28,1.0,1.0,0.9505220651626587,0.4696820080280304,0.0,0.2,0.5759033406542138,0.843669719746394,0.9511894367027639,8.748042106628418
Pilaster,27,PN,20288837,11,33,9,54,27,2,40,0.9375,0.6428571428571428,0.6476068496704102,0.2881612181663513,0.0,nan,nan,nan,nan,nan
Pilaster,27,Ignore,20288837,11,33,9,54,27,2,40,0.9375,0.6428571428571428,0.6000800132751465,0.3749702572822571,0.0,nan,nan,nan,nan,nan
Pilaster,27,nnPU(pi=0.10),20288837,11,33,9,54,27,2,40,0.875,0.34090909090909094,0.8485198020935059,0.21974286437034607,0.0,nan,nan,nan,nan,nan
Pilaster,27,nnPU(pi=0.25),20288837,11,33,9,54,27,2,40,0.875,0.34090909090909094,0.9228711128234863,0.5217111110687256,0.0,nan,nan,nan,nan,nan
Pilaster,27,nnPU(pi=0.50),20288837,11,33,9,54,27,2,40,0.9,0.6,0.9626957178115845,0.7879502773284912,0.0,nan,nan,nan,nan,nan
Pilaster,27,"SA-nnPU(pi=0.25,e>=0.10)",20288837,11,33,9,54,27,2,40,0.8875000000000001,0.35,0.8996359705924988,0.4661422073841095,0.0,0.1,0.5947564059642432,0.8558454606416498,0.9391064602043703,8.79064655303955
Pilaster,27,"SA-nnPU(pi=0.25,e>=0.20)",20288837,11,33,9,54,27,2,40,0.8875000000000001,0.35,0.8996359705924988,0.4661422073841095,0.0,0.2,0.5947564059642432,0.8558454606416498,0.9391064602043703,8.79064655303955
Pilaster,28,PN,20289846,11,33,9,54,27,2,25,0.98,0.8333333333333333,0.660319447517395,0.2899725139141083,0.0,nan,nan,nan,nan,nan
Pilaster,28,Ignore,20289846,11,33,9,54,27,2,25,1.0,1.0,0.6095234751701355,0.37048467993736267,0.0,nan,nan,nan,nan,nan
Pilaster,28,nnPU(pi=0.10),20289846,11,33,9,54,27,2,25,0.88,0.625,0.9148103594779968,0.20488664507865906,0.0,nan,nan,nan,nan,nan
Pilaster,28,nnPU(pi=0.25),20289846,11,33,9,54,27,2,25,0.9,0.6428571428571428,0.9506109952926636,0.5098333358764648,0.0,nan,nan,nan,nan,nan
Pilaster,28,nnPU(pi=0.50),20289846,11,33,9,54,27,2,25,0.86,0.6111111111111112,0.9769893884658813,0.834693431854248,0.0,nan,nan,nan,nan,nan
Pilaster,28,"SA-nnPU(pi=0.25,e>=0.10)",20289846,11,33,9,54,27,2,25,0.88,0.625,0.9249367117881775,0.4530199468135834,0.0,0.1,0.5764516682184848,0.8711735196896798,0.9628585193084326,8.75711727142334
Pilaster,28,"SA-nnPU(pi=0.25,e>=0.20)",20289846,11,33,9,54,27,2,25,0.88,0.625,0.9249367117881775,0.4530199468135834,0.0,0.2,0.5764516682184848,0.8711735196896798,0.9628585193084326,8.75711727142334
Pilaster,29,PN,20290855,11,33,9,54,27,2,20,0.9,0.6666666666666666,0.6250893473625183,0.2790272533893585,0.0,nan,nan,nan,nan,nan
Pilaster,29,Ignore,20290855,11,33,9,54,27,2,20,0.9,0.6666666666666666,0.5764033794403076,0.363361120223999,0.0,nan,nan,nan,nan,nan
Pilaster,29,nnPU(pi=0.10),20290855,11,33,9,54,27,2,20,0.9,0.6666666666666666,0.8868311643600464,0.20168858766555786,0.0,nan,nan,nan,nan,nan
Pilaster,29,nnPU(pi=0.25),20290855,11,33,9,54,27,2,20,0.9,0.6666666666666666,0.9251232147216797,0.48095786571502686,0.0,nan,nan,nan,nan,nan
Pilaster,29,nnPU(pi=0.50),20290855,11,33,9,54,27,2,20,0.9249999999999999,0.7,0.9785377979278564,0.8578009605407715,0.0,nan,nan,nan,nan,nan
Pilaster,29,"SA-nnPU(pi=0.25,e>=0.10)",20290855,11,33,9,54,27,2,20,0.9,0.6666666666666666,0.9377204179763794,0.49915197491645813,0.0,0.1,0.5886332891603602,0.9096848829272007,0.9453781950011071,8.761728286743164
Pilaster,29,"SA-nnPU(pi=0.25,e>=0.20)",20290855,11,33,9,54,27,2,20,0.9,0.6666666666666666,0.9377204179763794,0.49915197491645813,0.0,0.2,0.5886332891603602,0.9096848829272007,0.9453781950011071,8.761728286743164
Pinnacle,0,PN,20261568,11,33,9,54,27,2,25,0.9600000000000001,0.75,0.6097650527954102,0.26331445574760437,0.0,nan,nan,nan,nan,nan
Pinnacle,0,Ignore,20261568,11,33,9,54,27,2,25,1.0,1.0,0.5713077783584595,0.37234845757484436,0.0,nan,nan,nan,nan,nan
Pinnacle,0,nnPU(pi=0.10),20261568,11,33,9,54,27,2,25,0.84,0.3611111111111111,0.8452086448669434,0.22260770201683044,0.0,nan,nan,nan,nan,nan
Pinnacle,0,nnPU(pi=0.25),20261568,11,33,9,54,27,2,25,0.88,0.625,0.8782252073287964,0.4598342776298523,0.0,nan,nan,nan,nan,nan
Pinnacle,0,nnPU(pi=0.50),20261568,11,33,9,54,27,2,25,1.0,1.0,0.9708443880081177,0.845788300037384,0.0,nan,nan,nan,nan,nan
Pinnacle,0,"SA-nnPU(pi=0.25,e>=0.10)",20261568,11,33,9,54,27,2,25,0.94,0.7,0.9384973645210266,0.5278424024581909,0.0,0.1,0.6446237926117295,0.8531212360182189,0.979312385910736,8.842955589294434
Pinnacle,0,"SA-nnPU(pi=0.25,e>=0.20)",20261568,11,33,9,54,27,2,25,0.94,0.7,0.9384973645210266,0.5278424024581909,0.0,0.2,0.6446237926117295,0.8531212360182189,0.979312385910736,8.842955589294434
Pinnacle,1,PN,20262577,11,33,9,54,27,2,35,0.9714285714285714,0.75,0.6080902218818665,0.2589503526687622,0.0,nan,nan,nan,nan,nan
Pinnacle,1,Ignore,20262577,11,33,9,54,27,2,35,0.9714285714285714,0.75,0.548528790473938,0.36487117409706116,0.0,nan,nan,nan,nan,nan
Pinnacle,1,nnPU(pi=0.10),20262577,11,33,9,54,27,2,35,0.9142857142857143,0.325,0.8584845066070557,0.19483909010887146,0.0,nan,nan,nan,nan,nan
Pinnacle,1,nnPU(pi=0.25),20262577,11,33,9,54,27,2,35,0.9714285714285714,0.75,0.9194030165672302,0.45848044753074646,0.0,nan,nan,nan,nan,nan
Pinnacle,1,nnPU(pi=0.50),20262577,11,33,9,54,27,2,35,1.0,1.0,0.9534194469451904,0.7923979759216309,0.0,nan,nan,nan,nan,nan
Pinnacle,1,"SA-nnPU(pi=0.25,e>=0.10)",20262577,11,33,9,54,27,2,35,0.9571428571428571,0.5,0.8438897132873535,0.3431260287761688,0.0,0.1,0.6683191909351424,0.8420906547194056,0.973405124259105,8.829028129577637
Pinnacle,1,"SA-nnPU(pi=0.25,e>=0.20)",20262577,11,33,9,54,27,2,35,0.9571428571428571,0.5,0.8438897132873535,0.3431260287761688,0.0,0.2,0.6683191909351424,0.8420906547194056,0.973405124259105,8.829028129577637
Pinnacle,2,PN,20263586,11,33,9,54,27,2,22,1.0,1.0,0.6957886219024658,0.2635376453399658,0.0,nan,nan,nan,nan,nan
Pinnacle,2,Ignore,20263586,11,33,9,54,27,2,22,1.0,1.0,0.6440603137016296,0.35300132632255554,0.0,nan,nan,nan,nan,nan
Pinnacle,2,nnPU(pi=0.10),20263586,11,33,9,54,27,2,22,0.9090909090909091,0.45,0.8528780937194824,0.1628962606191635,0.0,nan,nan,nan,nan,nan
Pinnacle,2,nnPU(pi=0.25),20263586,11,33,9,54,27,2,22,0.9545454545454545,0.75,0.830239474773407,0.3254072964191437,0.0,nan,nan,nan,nan,nan
Pinnacle,2,nnPU(pi=0.50),20263586,11,33,9,54,27,2,22,0.9545454545454545,0.75,0.9628539085388184,0.8064672946929932,0.0,nan,nan,nan,nan,nan
Pinnacle,2,"SA-nnPU(pi=0.25,e>=0.10)",20263586,11,33,9,54,27,2,22,0.9772727272727273,0.8333333333333333,0.9680176973342896,0.5485529899597168,0.0,0.1,0.6750510833479545,0.857303584731098,0.9749210265503793,8.853724479675293
Pinnacle,2,"SA-nnPU(pi=0.25,e>=0.20)",20263586,11,33,9,54,27,2,22,0.9772727272727273,0.8333333333333333,0.9680176973342896,0.5485529899597168,0.0,0.2,0.6750510833479545,0.857303584731098,0.9749210265503793,8.853724479675293
Pinnacle,3,PN,20264595,11,33,9,54,27,2,30,0.9166666666666667,0.41666666666666663,0.5711973905563354,0.24965894222259521,0.0,nan,nan,nan,nan,nan
Pinnacle,3,Ignore,20264595,11,33,9,54,27,2,30,0.9666666666666667,0.5833333333333333,0.531762957572937,0.35341644287109375,0.0,nan,nan,nan,nan,nan
Pinnacle,3,nnPU(pi=0.10),20264595,11,33,9,54,27,2,30,0.8666666666666667,0.29166666666666663,0.81157386302948,0.185660257935524,0.0,nan,nan,nan,nan,nan
Pinnacle,3,nnPU(pi=0.25),20264595,11,33,9,54,27,2,30,0.8666666666666667,0.29166666666666663,0.8555212616920471,0.4096824526786804,0.0,nan,nan,nan,nan,nan
Pinnacle,3,nnPU(pi=0.50),20264595,11,33,9,54,27,2,30,0.9500000000000001,0.5,0.9681987762451172,0.8411263823509216,0.0,nan,nan,nan,nan,nan
Pinnacle,3,"SA-nnPU(pi=0.25,e>=0.10)",20264595,11,33,9,54,27,2,30,0.8833333333333334,0.375,0.8947501182556152,0.4371037781238556,0.0,0.1,0.6541299607528948,0.8445776902037444,0.9754751853945336,8.843188285827637
Pinnacle,3,"SA-nnPU(pi=0.25,e>=0.20)",20264595,11,33,9,54,27,2,30,0.8833333333333334,0.375,0.8947501182556152,0.4371037781238556,0.0,0.2,0.6541299607528948,0.8445776902037444,0.9754751853945336,8.843188285827637
Pinnacle,4,PN,20265604,11,33,9,54,27,2,28,1.0,1.0,0.6872498393058777,0.24848932027816772,0.0,nan,nan,nan,nan,nan
Pinnacle,4,Ignore,20265604,11,33,9,54,27,2,28,0.9821428571428572,0.8333333333333333,0.629220187664032,0.3367602825164795,0.0,nan,nan,nan,nan,nan
Pinnacle,4,nnPU(pi=0.10),20265604,11,33,9,54,27,2,28,1.0,1.0,0.9259849190711975,0.18081948161125183,0.0,nan,nan,nan,nan,nan
Pinnacle,4,nnPU(pi=0.25),20265604,11,33,9,54,27,2,28,1.0,1.0,0.9561669826507568,0.4476325213909149,0.0,nan,nan,nan,nan,nan
Pinnacle,4,nnPU(pi=0.50),20265604,11,33,9,54,27,2,28,1.0,1.0,0.973980724811554,0.8220321536064148,0.0,nan,nan,nan,nan,nan
Pinnacle,4,"SA-nnPU(pi=0.25,e>=0.10)",20265604,11,33,9,54,27,2,28,1.0,1.0,0.9518608450889587,0.4362996816635132,0.0,0.1,0.6672515530666896,0.8953005455957121,0.9669941439719334,8.82806396484375
Pinnacle,4,"SA-nnPU(pi=0.25,e>=0.20)",20265604,11,33,9,54,27,2,28,1.0,1.0,0.9518608450889587,0.4362996816635132,0.0,0.2,0.6672515530666896,0.8953005455957121,0.9669941439719334,8.82806396484375
Pinnacle,5,PN,20266613,11,33,9,54,27,2,34,0.9852941176470588,0.8333333333333333,0.640106201171875,0.2789563834667206,0.0,nan,nan,nan,nan,nan
Pinnacle,5,Ignore,20266613,11,33,9,54,27,2,34,0.9705882352941176,0.5833333333333333,0.5680046081542969,0.39864781498908997,0.037037037037037035,nan,nan,nan,nan,nan
Pinnacle,5,nnPU(pi=0.10),20266613,11,33,9,54,27,2,34,0.9558823529411764,0.5,0.8913660645484924,0.1868160367012024,0.0,nan,nan,nan,nan,nan
Pinnacle,5,nnPU(pi=0.25),20266613,11,33,9,54,27,2,34,0.9117647058823529,0.3333333333333333,0.8926147222518921,0.39258837699890137,0.0,nan,nan,nan,nan,nan
Pinnacle,5,nnPU(pi=0.50),20266613,11,33,9,54,27,2,34,0.926470588235294,0.41666666666666663,0.9707944393157959,0.8305256962776184,0.0,nan,nan,nan,nan,nan
Pinnacle,5,"SA-nnPU(pi=0.25,e>=0.10)",20266613,11,33,9,54,27,2,34,0.9117647058823529,0.3333333333333333,0.9357264041900635,0.4601565897464752,0.0,0.1,0.6568531379947544,0.8759315832246708,0.9673934123911927,8.876139640808105
Pinnacle,5,"SA-nnPU(pi=0.25,e>=0.20)",20266613,11,33,9,54,27,2,34,0.9117647058823529,0.3333333333333333,0.9357264041900635,0.4601565897464752,0.0,0.2,0.6568531379947544,0.8759315832246708,0.9673934123911927,8.876139640808105
Pinnacle,6,PN,20267622,11,33,9,54,27,2,26,1.0,1.0,0.6645255088806152,0.2657164931297302,0.0,nan,nan,nan,nan,nan
Pinnacle,6,Ignore,20267622,11,33,9,54,27,2,26,1.0,1.0,0.6166547536849976,0.37813544273376465,0.0,nan,nan,nan,nan,nan
Pinnacle,6,nnPU(pi=0.10),20267622,11,33,9,54,27,2,26,1.0,1.0,0.9106404781341553,0.1859521120786667,0.0,nan,nan,nan,nan,nan
Pinnacle,6,nnPU(pi=0.25),20267622,11,33,9,54,27,2,26,0.9615384615384616,0.5833333333333333,0.9468152523040771,0.48999693989753723,0.0,nan,nan,nan,nan,nan
Pinnacle,6,nnPU(pi=0.50),20267622,11,33,9,54,27,2,26,0.923076923076923,0.45,0.964000940322876,0.8056145310401917,0.0,nan,nan,nan,nan,nan
Pinnacle,6,"SA-nnPU(pi=0.25,e>=0.10)",20267622,11,33,9,54,27,2,26,0.9615384615384616,0.5833333333333333,0.9600368738174438,0.49994876980781555,0.0,0.1,0.6832490746977011,0.8672678491427717,0.9680296048994139,8.872540473937988
Pinnacle,6,"SA-nnPU(pi=0.25,e>=0.20)",20267622,11,33,9,54,27,2,26,0.9615384615384616,0.5833333333333333,0.9600368738174438,0.49994876980781555,0.0,0.2,0.6832490746977011,0.8672678491427717,0.9680296048994139,8.872540473937988
Pinnacle,7,PN,20268631,11,33,9,54,27,2,21,0.9761904761904762,0.8333333333333333,0.6504111289978027,0.25843721628189087,0.0,nan,nan,nan,nan,nan
Pinnacle,7,Ignore,20268631,11,33,9,54,27,2,21,0.9761904761904762,0.8333333333333333,0.5884485244750977,0.37201693654060364,0.0,nan,nan,nan,nan,nan
Pinnacle,7,nnPU(pi=0.10),20268631,11,33,9,54,27,2,21,0.9523809523809523,0.5833333333333333,0.9092247486114502,0.1936621367931366,0.0,nan,nan,nan,nan,nan
Pinnacle,7,nnPU(pi=0.25),20268631,11,33,9,54,27,2,21,0.9523809523809523,0.5833333333333333,0.9463603496551514,0.4494747519493103,0.0,nan,nan,nan,nan,nan
Pinnacle,7,nnPU(pi=0.50),20268631,11,33,9,54,27,2,21,0.9285714285714286,0.5,0.9742132425308228,0.8303272724151611,0.0,nan,nan,nan,nan,nan
Pinnacle,7,"SA-nnPU(pi=0.25,e>=0.10)",20268631,11,33,9,54,27,2,21,0.9523809523809523,0.5833333333333333,0.9168354272842407,0.4184423089027405,0.0,0.1,0.6635805024505586,0.9021971166403979,0.9640868942693837,8.827067375183105
Pinnacle,7,"SA-nnPU(pi=0.25,e>=0.20)",20268631,11,33,9,54,27,2,21,0.9523809523809523,0.5833333333333333,0.9168354272842407,0.4184423089027405,0.0,0.2,0.6635805024505586,0.9021971166403979,0.9640868942693837,8.827067375183105
Pinnacle,8,PN,20269640,11,33,9,54,27,2,26,0.9615384615384616,0.75,0.6566665172576904,0.25368744134902954,0.0,nan,nan,nan,nan,nan
Pinnacle,8,Ignore,20269640,11,33,9,54,27,2,26,1.0,1.0,0.6178795695304871,0.35386690497398376,0.0,nan,nan,nan,nan,nan
Pinnacle,8,nnPU(pi=0.10),20269640,11,33,9,54,27,2,26,0.9615384615384616,0.5833333333333333,0.8923430442810059,0.17711223661899567,0.0,nan,nan,nan,nan,nan
Pinnacle,8,nnPU(pi=0.25),20269640,11,33,9,54,27,2,26,1.0,1.0,0.9219620227813721,0.43809646368026733,0.0,nan,nan,nan,nan,nan
Pinnacle,8,nnPU(pi=0.50),20269640,11,33,9,54,27,2,26,1.0,1.0,0.9566395282745361,0.7572471499443054,0.0,nan,nan,nan,nan,nan
Pinnacle,8,"SA-nnPU(pi=0.25,e>=0.10)",20269640,11,33,9,54,27,2,26,1.0,1.0,0.9365984201431274,0.4749334752559662,0.0,0.1,0.6575699142971928,0.9002899043288063,0.9710490346204478,8.823502540588379
Pinnacle,8,"SA-nnPU(pi=0.25,e>=0.20)",20269640,11,33,9,54,27,2,26,1.0,1.0,0.9365984201431274,0.4749334752559662,0.0,0.2,0.6575699142971928,0.9002899043288063,0.9710490346204478,8.823502540588379
Pinnacle,9,PN,20270649,11,33,9,54,27,2,28,1.0,1.0,0.6531392335891724,0.2597014605998993,0.0,nan,nan,nan,nan,nan
Pinnacle,9,Ignore,20270649,11,33,9,54,27,2,28,1.0,1.0,0.5932983756065369,0.3604776859283447,0.0,nan,nan,nan,nan,nan
Pinnacle,9,nnPU(pi=0.10),20270649,11,33,9,54,27,2,28,0.9107142857142858,0.41666666666666663,0.8820881843566895,0.219773069024086,0.0,nan,nan,nan,nan,nan
Pinnacle,9,nnPU(pi=0.25),20270649,11,33,9,54,27,2,28,1.0,1.0,0.9341681599617004,0.4209743142127991,0.0,nan,nan,nan,nan,nan
Pinnacle,9,nnPU(pi=0.50),20270649,11,33,9,54,27,2,28,0.9285714285714286,0.45,0.9700069427490234,0.8129566311836243,0.0,nan,nan,nan,nan,nan
Pinnacle,9,"SA-nnPU(pi=0.25,e>=0.10)",20270649,11,33,9,54,27,2,28,1.0,1.0,0.9273474812507629,0.44406357407569885,0.0,0.1,0.6688394351555543,0.8605893681174032,0.969717864551535,8.854398727416992
Pinnacle,9,"SA-nnPU(pi=0.25,e>=0.20)",20270649,11,33,9,54,27,2,28,1.0,1.0,0.9273474812507629,0.44406357407569885,0.0,0.2,0.6688394351555543,0.8605893681174032,0.969717864551535,8.854398727416992
Pinnacle,10,PN,20271658,11,33,9,54,27,2,36,1.0,1.0,0.6643900275230408,0.2553371787071228,0.0,nan,nan,nan,nan,nan
Pinnacle,10,Ignore,20271658,11,33,9,54,27,2,36,1.0,1.0,0.6271277070045471,0.35478121042251587,0.0,nan,nan,nan,nan,nan
Pinnacle,10,nnPU(pi=0.10),20271658,11,33,9,54,27,2,36,0.9722222222222222,0.5833333333333333,0.8923430442810059,0.17711223661899567,0.0,nan,nan,nan,nan,nan
Pinnacle,10,nnPU(pi=0.25),20271658,11,33,9,54,27,2,36,1.0,1.0,0.9219620227813721,0.43809646368026733,0.0,nan,nan,nan,nan,nan
Pinnacle,10,nnPU(pi=0.50),20271658,11,33,9,54,27,2,36,1.0,1.0,0.9566395282745361,0.7572471499443054,0.0,nan,nan,nan,nan,nan
Pinnacle,10,"SA-nnPU(pi=0.25,e>=0.10)",20271658,11,33,9,54,27,2,36,1.0,1.0,0.9365984201431274,0.4749334752559662,0.0,0.1,0.6575699142971928,0.9002899043288063,0.9710490346204478,8.823502540588379
Pinnacle,10,"SA-nnPU(pi=0.25,e>=0.20)",20271658,11,33,9,54,27,2,36,1.0,1.0,0.9365984201431274,0.4749334752559662,0.0,0.2,0.6575699142971928,0.9002899043288063,0.9710490346204478,8.823502540588379
Pinnacle,11,PN,20272667,11,33,9,54,27,2,32,0.984375,0.8333333333333333,0.6350568532943726,0.2517787218093872,0.0,nan,nan,nan,nan,nan
Pinnacle,11,Ignore,20272667,11,33,9,54,27,2,32,0.984375,0.8333333333333333,0.591109573841095,0.3518016040325165,0.0,nan,nan,nan,nan,nan
Pinnacle,11,nnPU(pi=0.10),20272667,11,33,9,54,27,2,32,0.921875,0.6428571428571428,0.8865380883216858,0.18723446130752563,0.0,nan,nan,nan,nan,nan
Pinnacle,11,nnPU(pi=0.25),20272667,11,33,9,54,27,2,32,0.9375,0.6666666666666666,0.9492665529251099,0.5015727281570435,0.0,nan,nan,nan,nan,nan
Pinnacle,11,nnPU(pi=0.50),20272667,11,33,9,54,27,2,32,0.96875,0.75,0.9690953493118286,0.7994552254676819,0.0,nan,nan,nan,nan,nan
Pinnacle,11,"SA-nnPU(pi=0.25,e>=0.10)",20272667,11,33,9,54,27,2,32,0.9375,0.6666666666666666,0.9376507997512817,0.45438265800476074,0.0,0.1,0.6533697972829087,0.8897825413195317,0.9699639475593874,8.800470352172852
Pinnacle,11,"SA-nnPU(pi=0.25,e>=0.20)",20272667,11,33,9,54,27,2,32,0.9375,0.6666666666666666,0.9376507997512817,0.45438265800476074,0.0,0.2,0.6533697972829087,0.8897825413195317,0.9699639475593874,8.800470352172852
Pinnacle,12,PN,20273676,11,33,9,54,27,2,24,1.0,1.0,0.6624065041542053,0.26101213693618774,0.0,nan,nan,nan,nan,nan
Pinnacle,12,Ignore,20273676,11,33,9,54,27,2,24,1.0,1.0,0.6264102458953857,0.36215588450431824,0.0,nan,nan,nan,nan,nan
Pinnacle,12,nnPU(pi=0.10),20273676,11,33,9,54,27,2,24,0.9583333333333334,0.5833333333333333,0.8923430442810059,0.17711223661899567,0.0,nan,nan,nan,nan,nan
Pinnacle,12,nnPU(pi=0.25),20273676,11,33,9,54,27,2,24,0.9583333333333334,0.5833333333333333,0.9219620227813721,0.43809646368026733,0.0,nan,nan,nan,nan,nan
Pinnacle,12,nnPU(pi=0.50),20273676,11,33,9,54,27,2,24,0.9791666666666667,0.8333333333333333,0.9566395282745361,0.7572471499443054,0.0,nan,nan,nan,nan,nan
Pinnacle,12,"SA-nnPU(pi=0.25,e>=0.10)",20273676,11,33,9,54,27,2,24,0.9583333333333334,0.5833333333333333,0.9365984201431274,0.4749334752559662,0.0,0.1,0.6575699142971928,0.9002899043288063,0.9710490346204478,8.823502540588379
Pinnacle,12,"SA-nnPU(pi=0.25,e>=0.20)",20273676,11,33,9,54,27,2,24,0.9583333333333334,0.5833333333333333,0.9365984201431274,0.4749334752559662,0.0,0.2,0.6575699142971928,0.9002899043288063,0.9710490346204478,8.823502540588379
Pinnacle,13,PN,20274685,11,33,9,54,27,2,38,0.8947368421052632,0.26666666666666666,0.6464031934738159,0.25689226388931274,0.0,nan,nan,nan,nan,nan
Pinnacle,13,Ignore,20274685,11,33,9,54,27,2,38,0.8947368421052632,0.26666666666666666,0.5815637111663818,0.35389259457588196,0.0,nan,nan,nan,nan,nan
Pinnacle,13,nnPU(pi=0.10),20274685,11,33,9,54,27,2,38,0.9473684210526316,0.41666666666666663,0.9018570184707642,0.15777958929538727,0.0,nan,nan,nan,nan,nan
Pinnacle,13,nnPU(pi=0.25),20274685,11,33,9,54,27,2,38,0.9605263157894738,0.5,0.9502687454223633,0.48451897501945496,0.0,nan,nan,nan,nan,nan
Pinnacle,13,nnPU(pi=0.50),20274685,11,33,9,54,27,2,38,0.9605263157894738,0.5,0.9661604166030884,0.7869693040847778,0.0,nan,nan,nan,nan,nan
