label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score,sampler_seed
Buttress,3,FullPool-nnPU,20264645,10,31,986,8,48,24,776,2,26,0.01566445641219616,0.040516939014196396,0.07982838898897171,19.28264617919922,0.7884615384615384,0.5769230769230769,0.951935350894928,0.43229925632476807,20260726
Buttress,4,PN-sampled,20265654,10,31,986,8,48,25,779,2,40,0.015109650790691376,0.02896060049533844,0.07982838898897171,20.049766540527344,0.7125,0.11437908496732026,0.4912031888961792,0.3901863992214203,20260726
Buttress,4,Ignore,20265654,10,31,986,8,48,25,779,2,40,0.015109650790691376,0.02896060049533844,0.07982838898897171,20.049766540527344,0.9624999999999999,0.5,0.5125669240951538,0.4655742943286896,20260726
Buttress,4,nnPU-sampled,20265654,10,31,986,8,48,25,779,2,40,0.015109650790691376,0.02896060049533844,0.07982838898897171,20.049766540527344,0.4375,0.06512605042016806,0.8979884386062622,0.4450226128101349,20260726
Buttress,4,IPW-nnPU,20265654,10,31,986,8,48,25,779,2,40,0.015109650790691376,0.02896060049533844,0.07982838898897171,20.049766540527344,0.575,0.11559139784946236,0.922930121421814,0.4421587288379669,20260726
Buttress,4,FullPool-nnPU,20265654,10,31,986,8,48,25,779,2,40,0.015109650790691376,0.02896060049533844,0.07982838898897171,20.049766540527344,0.5874999999999999,0.10591133004926108,0.9345884323120117,0.4230341911315918,20260726
Buttress,5,PN-sampled,20266663,10,31,986,8,48,24,839,2,36,0.015109650790691376,0.032429493963718414,0.05929800868034363,19.12097930908203,0.33333333333333337,0.06111111111111111,0.38122886419296265,0.3541904091835022,20260726
Buttress,5,Ignore,20266663,10,31,986,8,48,24,839,2,36,0.015109650790691376,0.032429493963718414,0.05929800868034363,19.12097930908203,0.4861111111111111,0.2763157894736842,0.4235089123249054,0.43589162826538086,20260726
Buttress,5,nnPU-sampled,20266663,10,31,986,8,48,24,839,2,36,0.015109650790691376,0.032429493963718414,0.05929800868034363,19.12097930908203,0.2638888888888889,0.05208333333333333,0.7553669214248657,0.40947723388671875,20260726
Buttress,5,IPW-nnPU,20266663,10,31,986,8,48,24,839,2,36,0.015109650790691376,0.032429493963718414,0.05929800868034363,19.12097930908203,0.2638888888888889,0.05277777777777778,0.7346420884132385,0.4159735143184662,20260726
Buttress,5,FullPool-nnPU,20266663,10,31,986,8,48,24,839,2,36,0.015109650790691376,0.032429493963718414,0.05929800868034363,19.12097930908203,0.19444444444444442,0.04805491990846682,0.7351665496826172,0.4319296181201935,20260726
Buttress,6,PN-sampled,20267672,10,31,986,8,48,27,794,2,37,0.015109650790691376,0.039621446281671524,0.07982838898897171,20.923250198364258,0.9864864864864865,0.8333333333333333,0.5500401258468628,0.404213547706604,20260726
Buttress,6,Ignore,20267672,10,31,986,8,48,27,794,2,37,0.015109650790691376,0.039621446281671524,0.07982838898897171,20.923250198364258,0.9594594594594594,0.5,0.5298820734024048,0.48087817430496216,20260726
Buttress,6,nnPU-sampled,20267672,10,31,986,8,48,27,794,2,37,0.015109650790691376,0.039621446281671524,0.07982838898897171,20.923250198364258,0.8783783783783784,0.5909090909090909,0.9644542932510376,0.3902286887168884,20260726
Buttress,6,IPW-nnPU,20267672,10,31,986,8,48,27,794,2,37,0.015109650790691376,0.039621446281671524,0.07982838898897171,20.923250198364258,0.9459459459459459,0.6666666666666666,0.9868183135986328,0.47292497754096985,20260726
Buttress,6,FullPool-nnPU,20267672,10,31,986,8,48,27,794,2,37,0.015109650790691376,0.039621446281671524,0.07982838898897171,20.923250198364258,0.9189189189189189,0.625,0.9605676531791687,0.38427281379699707,20260726
Buttress,7,PN-sampled,20268681,10,31,986,8,48,23,808,2,38,0.015109650790691376,0.039621446281671524,0.05929800868034363,18.072185516357422,0.6973684210526316,0.2916666666666667,0.4798291325569153,0.3897996246814728,20260726
Buttress,7,Ignore,20268681,10,31,986,8,48,23,808,2,38,0.015109650790691376,0.039621446281671524,0.05929800868034363,18.072185516357422,0.8947368421052632,0.26666666666666666,0.516105055809021,0.47007426619529724,20260726
Buttress,7,nnPU-sampled,20268681,10,31,986,8,48,23,808,2,38,0.015109650790691376,0.039621446281671524,0.05929800868034363,18.072185516357422,0.34210526315789475,0.05827702702702703,0.7248990535736084,0.42416924238204956,20260726
Buttress,7,IPW-nnPU,20268681,10,31,986,8,48,23,808,2,38,0.015109650790691376,0.039621446281671524,0.05929800868034363,18.072185516357422,0.5263157894736842,0.10267857142857142,0.8653193712234497,0.43877720832824707,20260726
Buttress,7,FullPool-nnPU,20268681,10,31,986,8,48,23,808,2,38,0.015109650790691376,0.039621446281671524,0.05929800868034363,18.072185516357422,0.5,0.08680555555555555,0.8782751560211182,0.46834224462509155,20260726
Buttress,8,PN-sampled,20269690,10,31,986,8,48,26,811,2,26,0.015109650790691376,0.04206092655658722,0.07982838898897171,19.8017520904541,0.46153846153846156,0.20238095238095238,0.4119543433189392,0.3769940733909607,20260726
Buttress,8,Ignore,20269690,10,31,986,8,48,26,811,2,26,0.015109650790691376,0.04206092655658722,0.07982838898897171,19.8017520904541,0.4423076923076923,0.1607142857142857,0.4147712290287018,0.46437233686447144,20260726
Buttress,8,nnPU-sampled,20269690,10,31,986,8,48,26,811,2,26,0.015109650790691376,0.04206092655658722,0.07982838898897171,19.8017520904541,0.5,0.11688311688311688,0.8167793154716492,0.3443153500556946,20260726
Buttress,8,IPW-nnPU,20269690,10,31,986,8,48,26,811,2,26,0.015109650790691376,0.04206092655658722,0.07982838898897171,19.8017520904541,0.5,0.20512820512820512,0.7750784754753113,0.42932918667793274,20260726
Buttress,8,FullPool-nnPU,20269690,10,31,986,8,48,26,811,2,26,0.015109650790691376,0.04206092655658722,0.07982838898897171,19.8017520904541,0.5,0.20512820512820512,0.7744712829589844,0.4336085021495819,20260726
Buttress,9,PN-sampled,20270699,10,31,986,8,48,22,792,2,38,0.015109650790691376,0.02845119684934616,0.07982838898897171,17.360090255737305,0.868421052631579,0.26666666666666666,0.5125223398208618,0.40356796979904175,20260726
Buttress,9,Ignore,20270699,10,31,986,8,48,22,792,2,38,0.015109650790691376,0.02845119684934616,0.07982838898897171,17.360090255737305,0.9342105263157895,0.3666666666666667,0.5207246541976929,0.48089128732681274,20260726
Buttress,9,nnPU-sampled,20270699,10,31,986,8,48,22,792,2,38,0.015109650790691376,0.02845119684934616,0.07982838898897171,17.360090255737305,0.42105263157894735,0.06601731601731602,0.7897565364837646,0.39384588599205017,20260726
Buttress,9,IPW-nnPU,20270699,10,31,986,8,48,22,792,2,38,0.015109650790691376,0.02845119684934616,0.07982838898897171,17.360090255737305,0.8026315789473685,0.23333333333333334,0.9519098401069641,0.4975989758968353,20260726
Buttress,9,FullPool-nnPU,20270699,10,31,986,8,48,22,792,2,38,0.015109650790691376,0.02845119684934616,0.07982838898897171,17.360090255737305,0.6447368421052632,0.14,0.9294142723083496,0.45059096813201904,20260726
Buttress,10,PN-sampled,20271708,10,31,986,8,48,25,761,2,29,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.7586206896551724,0.1736111111111111,0.5148306488990784,0.41472169756889343,20260726
Buttress,10,Ignore,20271708,10,31,986,8,48,25,761,2,29,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.8793103448275862,0.29166666666666663,0.5107879638671875,0.4744822382926941,20260726
Buttress,10,nnPU-sampled,20271708,10,31,986,8,48,25,761,2,29,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.4310344827586207,0.08204334365325078,0.8851853609085083,0.4141128361225128,20260726
Buttress,10,IPW-nnPU,20271708,10,31,986,8,48,25,761,2,29,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.6896551724137931,0.14285714285714285,0.9597010612487793,0.4777396023273468,20260726
Buttress,10,FullPool-nnPU,20271708,10,31,986,8,48,25,761,2,29,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.6551724137931035,0.12698412698412698,0.9249963760375977,0.4148097634315491,20260726
Buttress,11,PN-sampled,20272717,10,31,986,8,48,27,768,2,29,0.015109650790691376,0.030812565237283707,0.07982838898897171,21.66911506652832,0.9482758620689655,0.7,0.5150498151779175,0.40214815735816956,20260726
Buttress,11,Ignore,20272717,10,31,986,8,48,27,768,2,29,0.015109650790691376,0.030812565237283707,0.07982838898897171,21.66911506652832,0.9310344827586207,0.6666666666666666,0.5121315717697144,0.48339465260505676,20260726
Buttress,11,nnPU-sampled,20272717,10,31,986,8,48,27,768,2,29,0.015109650790691376,0.030812565237283707,0.07982838898897171,21.66911506652832,0.8448275862068966,0.5909090909090909,0.9593501091003418,0.40100327134132385,20260726
Buttress,11,IPW-nnPU,20272717,10,31,986,8,48,27,768,2,29,0.015109650790691376,0.030812565237283707,0.07982838898897171,21.66911506652832,0.896551724137931,0.625,0.9649261236190796,0.4243749678134918,20260726
Buttress,11,FullPool-nnPU,20272717,10,31,986,8,48,27,768,2,29,0.015109650790691376,0.030812565237283707,0.07982838898897171,21.66911506652832,0.9310344827586207,0.6666666666666666,0.97773277759552,0.4325321912765503,20260726
Buttress,12,PN-sampled,20273726,10,31,986,8,48,29,783,2,34,0.015109650790691376,0.03404642269015312,0.07982838898897171,22.91316032409668,0.9852941176470588,0.8333333333333333,0.5544776916503906,0.40358924865722656,20260726
Buttress,12,Ignore,20273726,10,31,986,8,48,29,783,2,34,0.015109650790691376,0.03404642269015312,0.07982838898897171,22.91316032409668,0.9264705882352942,0.3666666666666667,0.5330921411514282,0.4798082113265991,20260726
Buttress,12,nnPU-sampled,20273726,10,31,986,8,48,29,783,2,34,0.015109650790691376,0.03404642269015312,0.07982838898897171,22.91316032409668,0.926470588235294,0.6428571428571428,0.9744980335235596,0.42761698365211487,20260726
Buttress,12,IPW-nnPU,20273726,10,31,986,8,48,29,783,2,34,0.015109650790691376,0.03404642269015312,0.07982838898897171,22.91316032409668,0.926470588235294,0.6428571428571428,0.9799047708511353,0.4241451621055603,20260726
Buttress,12,FullPool-nnPU,20273726,10,31,986,8,48,29,783,2,34,0.015109650790691376,0.03404642269015312,0.07982838898897171,22.91316032409668,0.9411764705882353,0.6666666666666666,0.9842231869697571,0.4700011909008026,20260726
Buttress,13,PN-sampled,20274735,10,31,986,8,48,25,754,2,36,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.6944444444444444,0.17261904761904762,0.5090849995613098,0.40258878469467163,20260726
Buttress,13,Ignore,20274735,10,31,986,8,48,25,754,2,36,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.7916666666666666,0.16666666666666666,0.5139464139938354,0.47591838240623474,20260726
Buttress,13,nnPU-sampled,20274735,10,31,986,8,48,25,754,2,36,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.45833333333333337,0.06971153846153846,0.9385286569595337,0.42947331070899963,20260726
Buttress,13,IPW-nnPU,20274735,10,31,986,8,48,25,754,2,36,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.7222222222222222,0.17763157894736842,0.9562126994132996,0.5009888410568237,20260726
Buttress,13,FullPool-nnPU,20274735,10,31,986,8,48,25,754,2,36,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.8333333333333334,0.19642857142857142,0.9667094945907593,0.443667471408844,20260726
Buttress,14,PN-sampled,20275744,10,31,986,8,48,25,826,2,26,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5,0.5357142857142857,0.4367733299732208,0.3765546679496765,20260726
Buttress,14,Ignore,20275744,10,31,986,8,48,25,826,2,26,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.46153846153846156,0.20238095238095238,0.42777156829833984,0.4587782621383667,20260726
Buttress,14,nnPU-sampled,20275744,10,31,986,8,48,25,826,2,26,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5961538461538461,0.5434782608695652,0.8812999129295349,0.34722018241882324,20260726
Buttress,14,IPW-nnPU,20275744,10,31,986,8,48,25,826,2,26,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5192307692307692,0.537037037037037,0.8083834648132324,0.41358745098114014,20260726
Buttress,14,FullPool-nnPU,20275744,10,31,986,8,48,25,826,2,26,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5,0.28703703703703703,0.7513007521629333,0.4183557331562042,20260726
Buttress,15,PN-sampled,20276753,10,31,986,8,48,26,785,2,40,0.015109650790691376,0.032429493963718414,0.07982838898897171,20.55422019958496,0.21250000000000002,0.04464285714285714,0.3213180601596832,0.36206766963005066,20260726
Buttress,15,Ignore,20276753,10,31,986,8,48,26,785,2,40,0.015109650790691376,0.032429493963718414,0.07982838898897171,20.55422019958496,0.2375,0.046536796536796536,0.3422063887119293,0.4445222020149231,20260726
Buttress,15,nnPU-sampled,20276753,10,31,986,8,48,26,785,2,40,0.015109650790691376,0.032429493963718414,0.07982838898897171,20.55422019958496,0.175,0.04224738675958188,0.6508466005325317,0.34686410427093506,20260726
Buttress,15,IPW-nnPU,20276753,10,31,986,8,48,26,785,2,40,0.015109650790691376,0.032429493963718414,0.07982838898897171,20.55422019958496,0.2,0.04362101313320826,0.5968976020812988,0.4364561438560486,20260726
Buttress,15,FullPool-nnPU,20276753,10,31,986,8,48,26,785,2,40,0.015109650790691376,0.032429493963718414,0.07982838898897171,20.55422019958496,0.21250000000000002,0.04439024390243902,0.6244488954544067,0.4336526095867157,20260726
Buttress,16,PN-sampled,20277762,10,31,986,8,48,24,776,2,38,0.01566445641219616,0.040516939014196396,0.07982838898897171,19.28264617919922,0.8552631578947368,0.2111111111111111,0.5069981217384338,0.41486531496047974,20260726
Buttress,16,Ignore,20277762,10,31,986,8,48,24,776,2,38,0.01566445641219616,0.040516939014196396,0.07982838898897171,19.28264617919922,0.9736842105263158,0.5833333333333333,0.5082792043685913,0.4771222770214081,20260726
Buttress,16,nnPU-sampled,20277762,10,31,986,8,48,24,776,2,38,0.01566445641219616,0.040516939014196396,0.07982838898897171,19.28264617919922,0.6578947368421053,0.20512820512820512,0.9253209829330444,0.3936769962310791,20260726
Buttress,16,IPW-nnPU,20277762,10,31,986,8,48,24,776,2,38,0.01566445641219616,0.040516939014196396,0.07982838898897171,19.28264617919922,0.6973684210526316,0.2916666666666667,0.9543789625167847,0.41569527983665466,20260726
Buttress,16,FullPool-nnPU,20277762,10,31,986,8,48,24,776,2,38,0.01566445641219616,0.040516939014196396,0.07982838898897171,19.28264617919922,0.8026315789473684,0.5588235294117647,0.951935350894928,0.43229925632476807,20260726
Buttress,17,PN-sampled,20278771,10,31,986,8,48,25,826,2,32,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5,0.5294117647058824,0.45341330766677856,0.3730449080467224,20260726
Buttress,17,Ignore,20278771,10,31,986,8,48,25,826,2,32,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5,0.5294117647058824,0.44485580921173096,0.4508174955844879,20260726
Buttress,17,nnPU-sampled,20278771,10,31,986,8,48,25,826,2,32,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.65625,0.5416666666666666,0.8812999129295349,0.34722018241882324,20260726
Buttress,17,IPW-nnPU,20278771,10,31,986,8,48,25,826,2,32,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.515625,0.5303030303030303,0.8083834648132324,0.41358745098114014,20260726
Buttress,17,FullPool-nnPU,20278771,10,31,986,8,48,25,826,2,32,0.015109650790691376,0.03404642269015312,0.07982838898897171,19.47968101501465,0.5,0.2803030303030303,0.7513007521629333,0.4183557331562042,20260726
Buttress,18,PN-sampled,20279780,10,31,986,8,48,22,823,2,27,0.015109650790691376,0.032429493963718414,0.059205248951911926,17.736684799194336,0.6111111111111112,0.5434782608695652,0.46827268600463867,0.37748709321022034,20260726
Buttress,18,Ignore,20279780,10,31,986,8,48,22,823,2,27,0.015109650790691376,0.032429493963718414,0.059205248951911926,17.736684799194336,0.8518518518518519,0.6,0.5015832781791687,0.44423484802246094,20260726
Buttress,18,nnPU-sampled,20279780,10,31,986,8,48,22,823,2,27,0.015109650790691376,0.032429493963718414,0.059205248951911926,17.736684799194336,0.5555555555555556,0.29,0.6992455720901489,0.40997010469436646,20260726
Buttress,18,IPW-nnPU,20279780,10,31,986,8,48,22,823,2,27,0.015109650790691376,0.032429493963718414,0.059205248951911926,17.736684799194336,0.5740740740740741,0.54,0.8099713325500488,0.4179134964942932,20260726
Buttress,18,FullPool-nnPU,20279780,10,31,986,8,48,22,823,2,27,0.015109650790691376,0.032429493963718414,0.059205248951911926,17.736684799194336,0.6111111111111112,0.5434782608695652,0.8633239269256592,0.4143344461917877,20260726
Buttress,19,PN-sampled,20280789,10,31,986,8,48,25,735,2,30,0.01566445641219616,0.039621446281671524,0.07982838898897171,20.439897537231445,0.7666666666666667,0.18333333333333335,0.4882235825061798,0.4129093885421753,20260726
Buttress,19,Ignore,20280789,10,31,986,8,48,25,735,2,30,0.01566445641219616,0.039621446281671524,0.07982838898897171,20.439897537231445,0.8333333333333333,0.2361111111111111,0.5033473372459412,0.4876967668533325,20260726
Buttress,19,nnPU-sampled,20280789,10,31,986,8,48,25,735,2,30,0.01566445641219616,0.039621446281671524,0.07982838898897171,20.439897537231445,0.5166666666666667,0.09166666666666667,0.9119625091552734,0.4376891553401947,20260726
Buttress,19,IPW-nnPU,20280789,10,31,986,8,48,25,735,2,30,0.01566445641219616,0.039621446281671524,0.07982838898897171,20.439897537231445,0.5666666666666667,0.11011904761904762,0.920091986656189,0.430247038602829,20260726
Buttress,19,FullPool-nnPU,20280789,10,31,986,8,48,25,735,2,30,0.01566445641219616,0.039621446281671524,0.07982838898897171,20.439897537231445,0.7,0.1625,0.9500278830528259,0.454782098531723,20260726
Buttress,20,PN-sampled,20281798,10,31,986,8,48,22,748,2,31,0.016529105603694916,0.040516939014196396,0.07982838898897171,17.61471939086914,0.967741935483871,0.5833333333333333,0.5153994560241699,0.4189533591270447,20260726
Buttress,20,Ignore,20281798,10,31,986,8,48,22,748,2,31,0.016529105603694916,0.040516939014196396,0.07982838898897171,17.61471939086914,0.9516129032258065,0.5,0.5068614482879639,0.4802241921424866,20260726
Buttress,20,nnPU-sampled,20281798,10,31,986,8,48,22,748,2,31,0.016529105603694916,0.040516939014196396,0.07982838898897171,17.61471939086914,0.6129032258064516,0.16847826086956522,0.9393261671066284,0.4824705421924591,20260726
Buttress,20,IPW-nnPU,20281798,10,31,986,8,48,22,748,2,31,0.016529105603694916,0.040516939014196396,0.07982838898897171,17.61471939086914,0.6612903225806451,0.21428571428571427,0.9566177129745483,0.49024632573127747,20260726
Buttress,20,FullPool-nnPU,20281798,10,31,986,8,48,22,748,2,31,0.016529105603694916,0.040516939014196396,0.07982838898897171,17.61471939086914,0.6935483870967741,0.14583333333333331,0.926023006439209,0.41657301783561707,20260726
Buttress,21,PN-sampled,20282807,10,31,986,8,48,25,754,2,33,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.8181818181818182,0.3269230769230769,0.5119338035583496,0.4061686396598816,20260726
Buttress,21,Ignore,20282807,10,31,986,8,48,25,754,2,33,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.8787878787878788,0.26785714285714285,0.5191371440887451,0.485526978969574,20260726
Buttress,21,nnPU-sampled,20282807,10,31,986,8,48,25,754,2,33,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.5606060606060606,0.09307359307359307,0.9385286569595337,0.42947331070899963,20260726
Buttress,21,IPW-nnPU,20282807,10,31,986,8,48,25,754,2,33,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.7727272727272727,0.19642857142857142,0.9562126994132996,0.5009888410568237,20260726
Buttress,21,FullPool-nnPU,20282807,10,31,986,8,48,25,754,2,33,0.015109650790691376,0.039621446281671524,0.07982838898897171,19.4761905670166,0.8333333333333333,0.2111111111111111,0.9667094945907593,0.443667471408844,20260726
Buttress,22,PN-sampled,20283816,10,31,986,8,48,25,822,2,25,0.015109650790691376,0.030812565237283707,0.05929800868034363,20.244441986083984,0.64,0.55,0.4833988547325134,0.384800523519516,20260726
Buttress,22,Ignore,20283816,10,31,986,8,48,25,822,2,25,0.015109650790691376,0.030812565237283707,0.05929800868034363,20.244441986083984,0.9600000000000001,0.75,0.5161519050598145,0.46696653962135315,20260726
Buttress,22,nnPU-sampled,20283816,10,31,986,8,48,25,822,2,25,0.015109650790691376,0.030812565237283707,0.05929800868034363,20.244441986083984,0.62,0.5476190476190477,0.7492440938949585,0.4196169972419739,20260726
Buttress,22,IPW-nnPU,20283816,10,31,986,8,48,25,822,2,25,0.015109650790691376,0.030812565237283707,0.05929800868034363,20.244441986083984,0.64,0.55,0.8746232986450195,0.4372597932815552,20260726
Buttress,22,FullPool-nnPU,20283816,10,31,986,8,48,25,822,2,25,0.015109650790691376,0.030812565237283707,0.05929800868034363,20.244441986083984,0.64,0.55,0.8927963972091675,0.4634118676185608,20260726
Buttress,23,PN-sampled,20284825,10,31,986,8,48,25,761,2,31,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.8548387096774194,0.24285714285714285,0.4967884421348572,0.4155411422252655,20260726
Buttress,23,Ignore,20284825,10,31,986,8,48,25,761,2,31,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.8548387096774194,0.24285714285714285,0.5040653944015503,0.4882359206676483,20260726
Buttress,23,nnPU-sampled,20284825,10,31,986,8,48,25,761,2,31,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.564516129032258,0.09821428571428571,0.8851853609085083,0.4141128361225128,20260726
Buttress,23,IPW-nnPU,20284825,10,31,986,8,48,25,761,2,31,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.7258064516129032,0.15476190476190477,0.9597010612487793,0.4777396023273468,20260726
Buttress,23,FullPool-nnPU,20284825,10,31,986,8,48,25,761,2,31,0.01566445641219616,0.044500406831502914,0.07982838898897171,19.51892852783203,0.6774193548387097,0.12698412698412698,0.9249963760375977,0.4148097634315491,20260726
Buttress,24,PN-sampled,20285834,10,31,986,8,48,26,836,2,32,0.015109650790691376,0.029886582866311073,0.07982838898897171,20.378646850585938,0.515625,0.15833333333333333,0.41809484362602234,0.3567937910556793,20260726
Buttress,24,Ignore,20285834,10,31,986,8,48,26,836,2,32,0.015109650790691376,0.029886582866311073,0.07982838898897171,20.378646850585938,0.453125,0.15441176470588236,0.43757164478302,0.4351680278778076,20260726
Buttress,24,nnPU-sampled,20285834,10,31,986,8,48,26,836,2,32,0.015109650790691376,0.029886582866311073,0.07982838898897171,20.378646850585938,0.28125,0.060833333333333336,0.8051515221595764,0.4022875428199768,20260726
Buttress,24,IPW-nnPU,20285834,10,31,986,8,48,26,836,2,32,0.015109650790691376,0.029886582866311073,0.07982838898897171,20.378646850585938,0.40625,0.10084033613445378,0.7843831777572632,0.45706552267074585,20260726
