label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score,sampler_seed
Tracery,2,IPW-nnPU,20263506,8,22,852,6,36,18,664,2,37,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.9324324324324325,0.41666666666666663,0.9602634906768799,0.6205798387527466,20260728
Tracery,2,FullPool-nnPU,20263506,8,22,852,6,36,18,664,2,37,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.972972972972973,0.75,0.9499639868736267,0.4816662073135376,20260728
Tracery,3,PN-sampled,20264515,8,22,852,6,36,17,658,2,30,0.015285166911780834,0.021181823685765266,0.05861436948180199,15.01524543762207,1.0,1.0,0.5746668577194214,0.369780570268631,20260728
Tracery,3,Ignore,20264515,8,22,852,6,36,17,658,2,30,0.015285166911780834,0.021181823685765266,0.05861436948180199,15.01524543762207,1.0,1.0,0.5510976314544678,0.4358021914958954,20260728
Tracery,3,nnPU-sampled,20264515,8,22,852,6,36,17,658,2,30,0.015285166911780834,0.021181823685765266,0.05861436948180199,15.01524543762207,0.9833333333333334,0.8333333333333333,0.9586821794509888,0.5493277311325073,20260728
Tracery,3,IPW-nnPU,20264515,8,22,852,6,36,17,658,2,30,0.015285166911780834,0.021181823685765266,0.05861436948180199,15.01524543762207,1.0,1.0,0.9810133576393127,0.6561645865440369,20260728
Tracery,3,FullPool-nnPU,20264515,8,22,852,6,36,17,658,2,30,0.015285166911780834,0.021181823685765266,0.05861436948180199,15.01524543762207,1.0,1.0,0.9455130100250244,0.44509026408195496,20260728
Tracery,4,PN-sampled,20265524,8,22,852,6,36,16,638,2,25,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.72,0.31666666666666665,0.49570608139038086,0.34516772627830505,20260728
Tracery,4,Ignore,20265524,8,22,852,6,36,16,638,2,25,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.72,0.31666666666666665,0.48887109756469727,0.4077589809894562,20260728
Tracery,4,nnPU-sampled,20265524,8,22,852,6,36,16,638,2,25,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.7,0.23333333333333334,0.883474588394165,0.4829756021499634,20260728
Tracery,4,IPW-nnPU,20265524,8,22,852,6,36,16,638,2,25,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6399999999999999,0.3026315789473684,0.8920106291770935,0.5456909537315369,20260728
Tracery,4,FullPool-nnPU,20265524,8,22,852,6,36,16,638,2,25,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6599999999999999,0.3055555555555556,0.8162340521812439,0.4114305377006531,20260728
Tracery,5,PN-sampled,20266533,8,22,852,6,36,19,686,2,38,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.986842105263158,0.8333333333333333,0.562349259853363,0.35800832509994507,20260728
Tracery,5,Ignore,20266533,8,22,852,6,36,19,686,2,38,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9736842105263158,0.5833333333333333,0.5489581823348999,0.43775081634521484,20260728
Tracery,5,nnPU-sampled,20266533,8,22,852,6,36,19,686,2,38,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.8289473684210527,0.19090909090909092,0.9371439218521118,0.582355797290802,20260728
Tracery,5,IPW-nnPU,20266533,8,22,852,6,36,19,686,2,38,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9736842105263158,0.75,0.9566277861595154,0.609900712966919,20260728
Tracery,5,FullPool-nnPU,20266533,8,22,852,6,36,19,686,2,38,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9736842105263158,0.75,0.9146890640258789,0.43876883387565613,20260728
Tracery,6,PN-sampled,20267542,8,22,852,6,36,15,626,2,39,0.015285166911780834,0.024410603567957878,0.05861436948180199,12.83410358428955,0.9615384615384616,0.7,0.5456781387329102,0.3799191415309906,20260728
Tracery,6,Ignore,20267542,8,22,852,6,36,15,626,2,39,0.015285166911780834,0.024410603567957878,0.05861436948180199,12.83410358428955,0.9487179487179488,0.45,0.5169256925582886,0.43821823596954346,20260728
Tracery,6,nnPU-sampled,20267542,8,22,852,6,36,15,626,2,39,0.015285166911780834,0.024410603567957878,0.05861436948180199,12.83410358428955,0.9743589743589743,0.5833333333333333,0.9607535004615784,0.5601783394813538,20260728
Tracery,6,IPW-nnPU,20267542,8,22,852,6,36,15,626,2,39,0.015285166911780834,0.024410603567957878,0.05861436948180199,12.83410358428955,0.9615384615384616,0.7,0.9627669453620911,0.6182680130004883,20260728
Tracery,6,FullPool-nnPU,20267542,8,22,852,6,36,15,626,2,39,0.015285166911780834,0.024410603567957878,0.05861436948180199,12.83410358428955,0.9615384615384615,0.5,0.9400589466094971,0.40831682085990906,20260728
Tracery,7,PN-sampled,20268551,8,22,852,6,36,16,622,2,31,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.935483870967742,0.6666666666666666,0.4998096823692322,0.35990944504737854,20260728
Tracery,7,Ignore,20268551,8,22,852,6,36,16,622,2,31,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.9516129032258064,0.7,0.5071382522583008,0.42370614409446716,20260728
Tracery,7,nnPU-sampled,20268551,8,22,852,6,36,16,622,2,31,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.4516129032258065,0.10476190476190475,0.8580527305603027,0.5505753755569458,20260728
Tracery,7,IPW-nnPU,20268551,8,22,852,6,36,16,622,2,31,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.532258064516129,0.2011494252873563,0.892072856426239,0.5711613893508911,20260728
Tracery,7,FullPool-nnPU,20268551,8,22,852,6,36,16,622,2,31,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.5967741935483871,0.20666666666666667,0.8861250877380371,0.5029195547103882,20260728
Tracery,8,PN-sampled,20269560,8,22,852,6,36,18,647,2,17,0.015285166911780834,0.026829548180103302,0.04943826422095299,16.133756637573242,0.9411764705882353,0.75,0.6145315766334534,0.36972254514694214,20260728
Tracery,8,Ignore,20269560,8,22,852,6,36,18,647,2,17,0.015285166911780834,0.026829548180103302,0.04943826422095299,16.133756637573242,0.8823529411764706,0.41666666666666663,0.5857254266738892,0.45030921697616577,20260728
Tracery,8,nnPU-sampled,20269560,8,22,852,6,36,18,647,2,17,0.015285166911780834,0.026829548180103302,0.04943826422095299,16.133756637573242,0.9117647058823529,0.7,0.9493899941444397,0.548383891582489,20260728
Tracery,8,IPW-nnPU,20269560,8,22,852,6,36,18,647,2,17,0.015285166911780834,0.026829548180103302,0.04943826422095299,16.133756637573242,0.9705882352941176,0.8333333333333333,0.9653666615486145,0.5910106301307678,20260728
Tracery,8,FullPool-nnPU,20269560,8,22,852,6,36,18,647,2,17,0.015285166911780834,0.026829548180103302,0.04943826422095299,16.133756637573242,0.9705882352941176,0.8333333333333333,0.9598287343978882,0.489677369594574,20260728
Tracery,9,PN-sampled,20270569,8,22,852,6,36,16,622,2,33,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.8636363636363636,0.35,0.4959835410118103,0.36749085783958435,20260728
Tracery,9,Ignore,20270569,8,22,852,6,36,16,622,2,33,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.9242424242424242,0.41666666666666663,0.5042564272880554,0.43268564343452454,20260728
Tracery,9,nnPU-sampled,20270569,8,22,852,6,36,16,622,2,33,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.4090909090909091,0.08125,0.8580527305603027,0.5505753755569458,20260728
Tracery,9,IPW-nnPU,20270569,8,22,852,6,36,16,622,2,33,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.5,0.15625,0.892072856426239,0.5711613893508911,20260728
Tracery,9,FullPool-nnPU,20270569,8,22,852,6,36,16,622,2,33,0.015285166911780834,0.026319414377212524,0.05861436948180199,13.795150756835938,0.5,0.13225806451612904,0.8861250877380371,0.5029195547103882,20260728
Tracery,10,PN-sampled,20271578,8,22,852,6,36,15,616,2,28,0.01663096621632576,0.03250610828399658,0.05861436948180199,13.102273941040039,0.6428571428571428,0.14215686274509803,0.427975594997406,0.3512333035469055,20260728
Tracery,10,Ignore,20271578,8,22,852,6,36,15,616,2,28,0.01663096621632576,0.03250610828399658,0.05861436948180199,13.102273941040039,0.6071428571428572,0.1213235294117647,0.42356905341148376,0.40859928727149963,20260728
Tracery,10,nnPU-sampled,20271578,8,22,852,6,36,15,616,2,28,0.01663096621632576,0.03250610828399658,0.05861436948180199,13.102273941040039,0.6607142857142857,0.1588235294117647,0.8409590721130371,0.4662202000617981,20260728
Tracery,10,IPW-nnPU,20271578,8,22,852,6,36,15,616,2,28,0.01663096621632576,0.03250610828399658,0.05861436948180199,13.102273941040039,0.5892857142857143,0.11805555555555555,0.8370171785354614,0.4925166666507721,20260728
Tracery,10,FullPool-nnPU,20271578,8,22,852,6,36,15,616,2,28,0.01663096621632576,0.03250610828399658,0.05861436948180199,13.102273941040039,0.5714285714285714,0.1111111111111111,0.7800112366676331,0.44561767578125,20260728
Tracery,11,PN-sampled,20272587,8,22,852,6,36,16,635,2,35,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.9285714285714285,0.3666666666666667,0.4903886914253235,0.3620516061782837,20260728
Tracery,11,Ignore,20272587,8,22,852,6,36,16,635,2,35,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.9428571428571428,0.41666666666666663,0.5001533031463623,0.4302738606929779,20260728
Tracery,11,nnPU-sampled,20272587,8,22,852,6,36,16,635,2,35,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.8142857142857143,0.18253968253968253,0.9025974273681641,0.5368399024009705,20260728
Tracery,11,IPW-nnPU,20272587,8,22,852,6,36,16,635,2,35,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.8,0.1736111111111111,0.9138572216033936,0.5826536417007446,20260728
Tracery,11,FullPool-nnPU,20272587,8,22,852,6,36,16,635,2,35,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.6857142857142857,0.12698412698412698,0.8516643643379211,0.4676651060581207,20260728
Tracery,12,PN-sampled,20273596,8,22,852,6,36,16,619,2,33,0.015285166911780834,0.02272043749690056,0.05134671926498413,14.09634780883789,1.0,1.0,0.5991957187652588,0.37481823563575745,20260728
Tracery,12,Ignore,20273596,8,22,852,6,36,16,619,2,33,0.015285166911780834,0.02272043749690056,0.05134671926498413,14.09634780883789,0.9696969696969697,0.5833333333333333,0.5646171569824219,0.4363391399383545,20260728
Tracery,12,nnPU-sampled,20273596,8,22,852,6,36,16,619,2,33,0.015285166911780834,0.02272043749690056,0.05134671926498413,14.09634780883789,1.0,1.0,0.976345419883728,0.583798885345459,20260728
Tracery,12,IPW-nnPU,20273596,8,22,852,6,36,16,619,2,33,0.015285166911780834,0.02272043749690056,0.05134671926498413,14.09634780883789,1.0,1.0,0.9845629930496216,0.6454053521156311,20260728
Tracery,12,FullPool-nnPU,20273596,8,22,852,6,36,16,619,2,33,0.015285166911780834,0.02272043749690056,0.05134671926498413,14.09634780883789,1.0,1.0,0.9768466949462891,0.4987656772136688,20260728
Tracery,13,PN-sampled,20274605,8,22,852,6,36,17,625,2,27,0.015285166911780834,0.029248494654893875,0.05134671926498413,14.895485877990723,0.9074074074074074,0.6428571428571428,0.5862318277359009,0.3709627389907837,20260728
Tracery,13,Ignore,20274605,8,22,852,6,36,17,625,2,27,0.015285166911780834,0.029248494654893875,0.05134671926498413,14.895485877990723,0.7962962962962964,0.25757575757575757,0.5476032495498657,0.43535786867141724,20260728
Tracery,13,nnPU-sampled,20274605,8,22,852,6,36,17,625,2,27,0.015285166911780834,0.029248494654893875,0.05134671926498413,14.895485877990723,0.8888888888888888,0.625,0.9628589153289795,0.5688556432723999,20260728
Tracery,13,IPW-nnPU,20274605,8,22,852,6,36,17,625,2,27,0.015285166911780834,0.029248494654893875,0.05134671926498413,14.895485877990723,0.8888888888888888,0.625,0.9685008525848389,0.6329665780067444,20260728
Tracery,13,FullPool-nnPU,20274605,8,22,852,6,36,17,625,2,27,0.015285166911780834,0.029248494654893875,0.05134671926498413,14.895485877990723,0.9444444444444444,0.7,0.942264199256897,0.43895643949508667,20260728
Tracery,14,PN-sampled,20275614,8,22,852,6,36,17,671,2,44,0.015285166911780834,0.02103027142584324,0.05861436948180199,15.337508201599121,1.0,1.0,0.571068525314331,0.3581298589706421,20260728
Tracery,14,Ignore,20275614,8,22,852,6,36,17,671,2,44,0.015285166911780834,0.02103027142584324,0.05861436948180199,15.337508201599121,1.0,1.0,0.5534473657608032,0.4188278019428253,20260728
Tracery,14,nnPU-sampled,20275614,8,22,852,6,36,17,671,2,44,0.015285166911780834,0.02103027142584324,0.05861436948180199,15.337508201599121,0.9772727272727273,0.75,0.9110767841339111,0.4557798504829407,20260728
Tracery,14,IPW-nnPU,20275614,8,22,852,6,36,17,671,2,44,0.015285166911780834,0.02103027142584324,0.05861436948180199,15.337508201599121,0.9772727272727273,0.75,0.9585884809494019,0.5946127772331238,20260728
Tracery,14,FullPool-nnPU,20275614,8,22,852,6,36,17,671,2,44,0.015285166911780834,0.02103027142584324,0.05861436948180199,15.337508201599121,0.9886363636363636,0.8333333333333333,0.9464385509490967,0.4914272427558899,20260728
Tracery,15,PN-sampled,20276623,8,22,852,6,36,17,654,2,33,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.9090909090909091,0.3333333333333333,0.5328131914138794,0.36646589636802673,20260728
Tracery,15,Ignore,20276623,8,22,852,6,36,17,654,2,33,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8939393939393939,0.30952380952380953,0.5097180604934692,0.44534245133399963,20260728
Tracery,15,nnPU-sampled,20276623,8,22,852,6,36,17,654,2,33,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8484848484848484,0.225,0.930077314376831,0.5547295212745667,20260728
Tracery,15,IPW-nnPU,20276623,8,22,852,6,36,17,654,2,33,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8939393939393939,0.29166666666666663,0.9447802305221558,0.6207720041275024,20260728
Tracery,15,FullPool-nnPU,20276623,8,22,852,6,36,17,654,2,33,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8787878787878788,0.26666666666666666,0.9061093330383301,0.4459852874279022,20260728
Tracery,16,PN-sampled,20277632,8,22,852,6,36,17,654,2,23,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8913043478260869,0.41666666666666663,0.5436341762542725,0.36497944593429565,20260728
Tracery,16,Ignore,20277632,8,22,852,6,36,17,654,2,23,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8695652173913043,0.3333333333333333,0.514374852180481,0.4302598536014557,20260728
Tracery,16,nnPU-sampled,20277632,8,22,852,6,36,17,654,2,23,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8043478260869565,0.24285714285714285,0.930077314376831,0.5547295212745667,20260728
Tracery,16,IPW-nnPU,20277632,8,22,852,6,36,17,654,2,23,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8043478260869565,0.24285714285714285,0.9447802305221558,0.6207720041275024,20260728
Tracery,16,FullPool-nnPU,20277632,8,22,852,6,36,17,654,2,23,0.015285166911780834,0.029248494654893875,0.05861436948180199,14.874726295471191,0.8695652173913043,0.325,0.9061093330383301,0.4459852874279022,20260728
Tracery,17,PN-sampled,20278641,8,22,852,6,36,19,686,2,31,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9838709677419355,0.8333333333333333,0.5414559245109558,0.35961323976516724,20260728
Tracery,17,Ignore,20278641,8,22,852,6,36,19,686,2,31,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9838709677419355,0.8333333333333333,0.5240422487258911,0.4377776086330414,20260728
Tracery,17,nnPU-sampled,20278641,8,22,852,6,36,19,686,2,31,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9193548387096774,0.41666666666666663,0.9371439218521118,0.582355797290802,20260728
Tracery,17,IPW-nnPU,20278641,8,22,852,6,36,19,686,2,31,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9838709677419355,0.8333333333333333,0.9566277861595154,0.609900712966919,20260728
Tracery,17,FullPool-nnPU,20278641,8,22,852,6,36,19,686,2,31,0.015285166911780834,0.024410603567957878,0.05861436948180199,17.051137924194336,0.9838709677419355,0.8333333333333333,0.9146890640258789,0.43876883387565613,20260728
Tracery,18,PN-sampled,20279650,8,22,852,6,36,18,664,2,33,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.9393939393939394,0.6666666666666666,0.5611851811408997,0.3720919191837311,20260728
Tracery,18,Ignore,20279650,8,22,852,6,36,18,664,2,33,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.8636363636363636,0.35,0.5315065979957581,0.44802260398864746,20260728
Tracery,18,nnPU-sampled,20279650,8,22,852,6,36,18,664,2,33,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.9090909090909091,0.3333333333333333,0.9501512050628662,0.5781300663948059,20260728
Tracery,18,IPW-nnPU,20279650,8,22,852,6,36,18,664,2,33,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.9393939393939393,0.45,0.9602634906768799,0.6205798387527466,20260728
Tracery,18,FullPool-nnPU,20279650,8,22,852,6,36,18,664,2,33,0.015285166911780834,0.026829548180103302,0.05861436948180199,15.813538551330566,0.9696969696969697,0.75,0.9499639868736267,0.4816662073135376,20260728
Tracery,19,PN-sampled,20280659,8,22,852,6,36,14,623,2,35,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.7571428571428571,0.5526315789473684,0.4501485526561737,0.35538265109062195,20260728
Tracery,19,Ignore,20280659,8,22,852,6,36,14,623,2,35,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.7285714285714286,0.5476190476190477,0.4588240385055542,0.4139723777770996,20260728
Tracery,19,nnPU-sampled,20280659,8,22,852,6,36,14,623,2,35,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.6857142857142857,0.17261904761904762,0.7920709848403931,0.4563078284263611,20260728
Tracery,19,IPW-nnPU,20280659,8,22,852,6,36,14,623,2,35,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.5142857142857142,0.09698275862068965,0.744936466217041,0.48954319953918457,20260728
Tracery,19,FullPool-nnPU,20280659,8,22,852,6,36,14,623,2,35,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.6142857142857143,0.16346153846153846,0.8401036858558655,0.4988342523574829,20260728
Tracery,20,PN-sampled,20281668,8,22,852,6,36,17,648,2,36,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6388888888888888,0.5357142857142857,0.5055782794952393,0.35622358322143555,20260728
Tracery,20,Ignore,20281668,8,22,852,6,36,17,648,2,36,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.625,0.5344827586206896,0.5009794235229492,0.4281514585018158,20260728
Tracery,20,nnPU-sampled,20281668,8,22,852,6,36,17,648,2,36,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.8194444444444445,0.3214285714285714,0.9046670198440552,0.49207428097724915,20260728
Tracery,20,IPW-nnPU,20281668,8,22,852,6,36,17,648,2,36,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6666666666666667,0.5384615384615384,0.8871314525604248,0.5202171206474304,20260728
Tracery,20,FullPool-nnPU,20281668,8,22,852,6,36,17,648,2,36,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6805555555555556,0.54,0.8791059255599976,0.5082719326019287,20260728
Tracery,21,PN-sampled,20282677,8,22,852,6,36,14,623,2,32,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.625,0.29,0.4452606737613678,0.34830647706985474,20260728
Tracery,21,Ignore,20282677,8,22,852,6,36,14,623,2,32,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.59375,0.165,0.45027846097946167,0.4013388752937317,20260728
Tracery,21,nnPU-sampled,20282677,8,22,852,6,36,14,623,2,32,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.578125,0.11490683229813664,0.7920709848403931,0.4563078284263611,20260728
Tracery,21,IPW-nnPU,20282677,8,22,852,6,36,14,623,2,32,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.453125,0.08012820512820512,0.744936466217041,0.48954319953918457,20260728
Tracery,21,FullPool-nnPU,20282677,8,22,852,6,36,14,623,2,32,0.01663096621632576,0.026829548180103302,0.05861436948180199,12.390851974487305,0.546875,0.12179487179487179,0.8401036858558655,0.4988342523574829,20260728
Tracery,22,PN-sampled,20283686,8,22,852,6,36,18,621,2,26,0.015285166911780834,0.030352750793099403,0.05134671926498413,15.87102222442627,0.9038461538461539,0.6428571428571428,0.5655652284622192,0.3653610050678253,20260728
Tracery,22,Ignore,20283686,8,22,852,6,36,18,621,2,26,0.015285166911780834,0.030352750793099403,0.05134671926498413,15.87102222442627,0.9038461538461539,0.41666666666666663,0.5493534207344055,0.43350470066070557,20260728
Tracery,22,nnPU-sampled,20283686,8,22,852,6,36,18,621,2,26,0.015285166911780834,0.030352750793099403,0.05134671926498413,15.87102222442627,0.6153846153846154,0.5454545454545454,0.8860005140304565,0.5012567639350891,20260728
Tracery,22,IPW-nnPU,20283686,8,22,852,6,36,18,621,2,26,0.015285166911780834,0.030352750793099403,0.05134671926498413,15.87102222442627,0.8269230769230769,0.5909090909090909,0.926297664642334,0.5483517050743103,20260728
Tracery,22,FullPool-nnPU,20283686,8,22,852,6,36,18,621,2,26,0.015285166911780834,0.030352750793099403,0.05134671926498413,15.87102222442627,0.6538461538461539,0.55,0.8940503597259521,0.45995032787323,20260728
Tracery,23,PN-sampled,20284695,8,22,852,6,36,16,638,2,22,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6136363636363636,0.3055555555555556,0.492110013961792,0.350442498922348,20260728
Tracery,23,Ignore,20284695,8,22,852,6,36,16,638,2,22,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6136363636363636,0.3055555555555556,0.4883967638015747,0.4198053479194641,20260728
Tracery,23,nnPU-sampled,20284695,8,22,852,6,36,16,638,2,22,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6363636363636364,0.22916666666666666,0.883474588394165,0.4829756021499634,20260728
Tracery,23,IPW-nnPU,20284695,8,22,852,6,36,16,638,2,22,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6136363636363636,0.3055555555555556,0.8920106291770935,0.5456909537315369,20260728
Tracery,23,FullPool-nnPU,20284695,8,22,852,6,36,16,638,2,22,0.01663096621632576,0.03198155760765076,0.05861436948180199,14.364155769348145,0.6136363636363636,0.3055555555555556,0.8162340521812439,0.4114305377006531,20260728
Tracery,24,PN-sampled,20285704,8,22,852,6,36,17,648,2,41,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6463414634146342,0.532258064516129,0.5143423080444336,0.3537989556789398,20260728
Tracery,24,Ignore,20285704,8,22,852,6,36,17,648,2,41,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.5975609756097561,0.5285714285714286,0.5091995596885681,0.4219134747982025,20260728
Tracery,24,nnPU-sampled,20285704,8,22,852,6,36,17,648,2,41,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.7804878048780488,0.3026315789473684,0.9046670198440552,0.49207428097724915,20260728
Tracery,24,IPW-nnPU,20285704,8,22,852,6,36,17,648,2,41,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6585365853658536,0.5333333333333333,0.8871314525604248,0.5202171206474304,20260728
Tracery,24,FullPool-nnPU,20285704,8,22,852,6,36,17,648,2,41,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6463414634146342,0.532258064516129,0.8791059255599976,0.5082719326019287,20260728
Tracery,25,PN-sampled,20286713,8,22,852,6,36,17,648,2,29,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6896551724137931,0.55,0.5026959180831909,0.3583693206310272,20260728
Tracery,25,Ignore,20286713,8,22,852,6,36,17,648,2,29,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6206896551724138,0.5416666666666666,0.4974430799484253,0.4323608875274658,20260728
Tracery,25,nnPU-sampled,20286713,8,22,852,6,36,17,648,2,29,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.8448275862068966,0.35,0.9046670198440552,0.49207428097724915,20260728
Tracery,25,IPW-nnPU,20286713,8,22,852,6,36,17,648,2,29,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.6724137931034483,0.5476190476190477,0.8871314525604248,0.5202171206474304,20260728
Tracery,25,FullPool-nnPU,20286713,8,22,852,6,36,17,648,2,29,0.01663096621632576,0.03145700693130493,0.05861436948180199,15.208409309387207,0.7068965517241379,0.5526315789473684,0.8791059255599976,0.5082719326019287,20260728
Tracery,26,PN-sampled,20287722,8,22,852,6,36,15,639,2,47,0.015285166911780834,0.021181823685765266,0.05861436948180199,13.155917167663574,0.9574468085106383,0.45,0.547774612903595,0.3755168318748474,20260728
Tracery,26,Ignore,20287722,8,22,852,6,36,15,639,2,47,0.015285166911780834,0.021181823685765266,0.05861436948180199,13.155917167663574,0.9787234042553191,0.5833333333333333,0.5280228853225708,0.43757420778274536,20260728
Tracery,26,nnPU-sampled,20287722,8,22,852,6,36,15,639,2,47,0.015285166911780834,0.021181823685765266,0.05861436948180199,13.155917167663574,0.851063829787234,0.1736111111111111,0.940558910369873,0.5718224048614502,20260728
Tracery,26,IPW-nnPU,20287722,8,22,852,6,36,15,639,2,47,0.015285166911780834,0.021181823685765266,0.05861436948180199,13.155917167663574,0.8617021276595744,0.18253968253968253,0.9593144655227661,0.6310188174247742,20260728
Tracery,26,FullPool-nnPU,20287722,8,22,852,6,36,15,639,2,47,0.015285166911780834,0.021181823685765266,0.05861436948180199,13.155917167663574,0.9042553191489362,0.2777777777777778,0.9476150274276733,0.5063561797142029,20260728
Tracery,27,PN-sampled,20288731,8,22,852,6,36,16,635,2,27,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.8888888888888888,0.3333333333333333,0.5032886862754822,0.35892635583877563,20260728
Tracery,27,Ignore,20288731,8,22,852,6,36,16,635,2,27,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.9259259259259259,0.41666666666666663,0.511229395866394,0.42138200998306274,20260728
Tracery,27,nnPU-sampled,20288731,8,22,852,6,36,16,635,2,27,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.8518518518518519,0.26666666666666666,0.9025974273681641,0.5368399024009705,20260728
Tracery,27,IPW-nnPU,20288731,8,22,852,6,36,16,635,2,27,0.015285166911780834,0.021106047555804253,0.05861436948180199,14.088168144226074,0.8518518518518519,0.26666666666666666,0.9138572216033936,0.5826536417007446,20260728
