label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score
Buttress,0,PN-sampled,20261618,10,31,986,8,48,24,769,2,22,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.75,0.25757575757575757,0.4752054512500763,0.4054349660873413
Buttress,0,Ignore,20261618,10,31,986,8,48,24,769,2,22,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.7045454545454545,0.20833333333333331,0.4740692973136902,0.4777612090110779
Buttress,0,nnPU-sampled,20261618,10,31,986,8,48,24,769,2,22,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.8636363636363635,0.3333333333333333,0.9543914794921875,0.35880032181739807
Buttress,0,IPW-nnPU,20261618,10,31,986,8,48,24,769,2,22,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.7954545454545455,0.2777777777777778,0.952796459197998,0.41480758786201477
Buttress,0,FullPool-nnPU,20261618,10,31,986,8,48,24,769,2,22,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.8863636363636364,0.6428571428571428,0.9722696542739868,0.43060556054115295
Buttress,1,PN-sampled,20262627,10,31,986,8,48,27,782,2,38,0.01644301973283291,0.036683421581983566,0.09419809281826019,21.90250015258789,0.986842105263158,0.8333333333333333,0.5377013683319092,0.40652215480804443
Buttress,1,Ignore,20262627,10,31,986,8,48,27,782,2,38,0.01644301973283291,0.036683421581983566,0.09419809281826019,21.90250015258789,0.9736842105263158,0.5833333333333333,0.5266537666320801,0.48161545395851135
Buttress,1,nnPU-sampled,20262627,10,31,986,8,48,27,782,2,38,0.01644301973283291,0.036683421581983566,0.09419809281826019,21.90250015258789,0.881578947368421,0.2777777777777778,0.953292965888977,0.37884271144866943
Buttress,1,IPW-nnPU,20262627,10,31,986,8,48,27,782,2,38,0.01644301973283291,0.036683421581983566,0.09419809281826019,21.90250015258789,0.8947368421052632,0.26785714285714285,0.9698362350463867,0.46807432174682617
Buttress,1,FullPool-nnPU,20262627,10,31,986,8,48,27,782,2,38,0.01644301973283291,0.036683421581983566,0.09419809281826019,21.90250015258789,0.9605263157894737,0.7,0.981968879699707,0.44943472743034363
Buttress,2,PN-sampled,20263636,10,31,986,8,48,24,769,2,32,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.8125,0.3269230769230769,0.46097078919410706,0.4060751497745514
Buttress,2,Ignore,20263636,10,31,986,8,48,24,769,2,32,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.6875,0.17763157894736842,0.4588348865509033,0.4796021580696106
Buttress,2,nnPU-sampled,20263636,10,31,986,8,48,24,769,2,32,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.96875,0.75,0.9543914794921875,0.35880032181739807
Buttress,2,IPW-nnPU,20263636,10,31,986,8,48,24,769,2,32,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.828125,0.25757575757575757,0.952796459197998,0.41480758786201477
Buttress,2,FullPool-nnPU,20263636,10,31,986,8,48,24,769,2,32,0.01644301973283291,0.03941462188959122,0.09419809281826019,19.504119873046875,0.875,0.3611111111111111,0.9722696542739868,0.43060556054115295
Buttress,3,PN-sampled,20264645,10,31,986,8,48,25,776,2,26,0.01644301973283291,0.03843817487359047,0.09419809281826019,20.038936614990234,0.9038461538461539,0.3666666666666667,0.5248302817344666,0.4116283357143402
Buttress,3,Ignore,20264645,10,31,986,8,48,25,776,2,26,0.01644301973283291,0.03843817487359047,0.09419809281826019,20.038936614990234,1.0,1.0,0.5159146189689636,0.48291683197021484
Buttress,3,nnPU-sampled,20264645,10,31,986,8,48,25,776,2,26,0.01644301973283291,0.03843817487359047,0.09419809281826019,20.038936614990234,0.8076923076923076,0.225,0.9645299911499023,0.43481847643852234
Buttress,3,IPW-nnPU,20264645,10,31,986,8,48,25,776,2,26,0.01644301973283291,0.03843817487359047,0.09419809281826019,20.038936614990234,0.9230769230769231,0.41666666666666663,0.9494876861572266,0.4430483281612396
Buttress,3,FullPool-nnPU,20264645,10,31,986,8,48,25,776,2,26,0.01644301973283291,0.03843817487359047,0.09419809281826019,20.038936614990234,0.7884615384615384,0.5769230769230769,0.951935350894928,0.43229925632476807
Buttress,4,PN-sampled,20265654,10,31,986,8,48,23,779,2,40,0.01644301973283291,0.03843817487359047,0.07903637737035751,18.848175048828125,0.75,0.15555555555555556,0.4931179881095886,0.3996959924697876
Buttress,4,Ignore,20265654,10,31,986,8,48,23,779,2,40,0.01644301973283291,0.03843817487359047,0.07903637737035751,18.848175048828125,0.9624999999999999,0.5,0.5125669240951538,0.4655742943286896
Buttress,4,nnPU-sampled,20265654,10,31,986,8,48,23,779,2,40,0.01644301973283291,0.03843817487359047,0.07903637737035751,18.848175048828125,0.4375,0.06363636363636363,0.8648431301116943,0.3852057158946991
Buttress,4,IPW-nnPU,20265654,10,31,986,8,48,23,779,2,40,0.01644301973283291,0.03843817487359047,0.07903637737035751,18.848175048828125,0.44999999999999996,0.06203007518796992,0.9084465503692627,0.42499279975891113
Buttress,4,FullPool-nnPU,20265654,10,31,986,8,48,23,779,2,40,0.01644301973283291,0.03843817487359047,0.07903637737035751,18.848175048828125,0.5874999999999999,0.10591133004926108,0.9345884323120117,0.4230341911315918
Buttress,5,PN-sampled,20266663,10,31,986,8,48,27,839,2,36,0.01644301973283291,0.03486264497041702,0.09419809281826019,22.054729461669922,0.3194444444444444,0.06036036036036036,0.37455275654792786,0.3492315113544464
Buttress,5,Ignore,20266663,10,31,986,8,48,27,839,2,36,0.01644301973283291,0.03486264497041702,0.09419809281826019,22.054729461669922,0.4861111111111111,0.2763157894736842,0.4235089123249054,0.43589162826538086
Buttress,5,nnPU-sampled,20266663,10,31,986,8,48,27,839,2,36,0.01644301973283291,0.03486264497041702,0.09419809281826019,22.054729461669922,0.2361111111111111,0.05030303030303031,0.6558283567428589,0.3372231721878052
Buttress,5,IPW-nnPU,20266663,10,31,986,8,48,27,839,2,36,0.01644301973283291,0.03486264497041702,0.09419809281826019,22.054729461669922,0.33333333333333337,0.06477732793522267,0.7617801427841187,0.45750540494918823
Buttress,5,FullPool-nnPU,20266663,10,31,986,8,48,27,839,2,36,0.01644301973283291,0.03486264497041702,0.09419809281826019,22.054729461669922,0.19444444444444442,0.04805491990846682,0.7351665496826172,0.4319296181201935
Buttress,6,PN-sampled,20267672,10,31,986,8,48,21,794,2,37,0.016529105603694916,0.03579578548669815,0.09419809281826019,16.924837112426758,0.9864864864864865,0.8333333333333333,0.5480653643608093,0.41565224528312683
Buttress,6,Ignore,20267672,10,31,986,8,48,21,794,2,37,0.016529105603694916,0.03579578548669815,0.09419809281826019,16.924837112426758,0.9594594594594594,0.5,0.5298820734024048,0.48087817430496216
Buttress,6,nnPU-sampled,20267672,10,31,986,8,48,21,794,2,37,0.016529105603694916,0.03579578548669815,0.09419809281826019,16.924837112426758,0.9189189189189189,0.625,0.9689744114875793,0.4941270649433136
Buttress,6,IPW-nnPU,20267672,10,31,986,8,48,21,794,2,37,0.016529105603694916,0.03579578548669815,0.09419809281826019,16.924837112426758,0.972972972972973,0.75,0.980414628982544,0.5674148797988892
Buttress,6,FullPool-nnPU,20267672,10,31,986,8,48,21,794,2,37,0.016529105603694916,0.03579578548669815,0.09419809281826019,16.924837112426758,0.9189189189189189,0.625,0.9605676531791687,0.38427281379699707
Buttress,7,PN-sampled,20268681,10,31,986,8,48,25,808,2,38,0.01644301973283291,0.03486264497041702,0.09419809281826019,19.940414428710938,0.6710526315789473,0.28846153846153844,0.4775509834289551,0.3868550956249237
Buttress,7,Ignore,20268681,10,31,986,8,48,25,808,2,38,0.01644301973283291,0.03486264497041702,0.09419809281826019,19.940414428710938,0.8947368421052632,0.26666666666666666,0.516105055809021,0.47007426619529724
Buttress,7,nnPU-sampled,20268681,10,31,986,8,48,25,808,2,38,0.01644301973283291,0.03486264497041702,0.09419809281826019,19.940414428710938,0.35526315789473684,0.0641025641025641,0.6920033693313599,0.4239327311515808
Buttress,7,IPW-nnPU,20268681,10,31,986,8,48,25,808,2,38,0.01644301973283291,0.03486264497041702,0.09419809281826019,19.940414428710938,0.6710526315789473,0.28846153846153844,0.9548313617706299,0.5637204647064209
Buttress,7,FullPool-nnPU,20268681,10,31,986,8,48,25,808,2,38,0.01644301973283291,0.03486264497041702,0.09419809281826019,19.940414428710938,0.5,0.08680555555555555,0.8782751560211182,0.46834224462509155
Buttress,8,PN-sampled,20269690,10,31,986,8,48,25,811,2,26,0.01644301973283291,0.03486264497041702,0.09419809281826019,20.393293380737305,0.46153846153846156,0.20238095238095238,0.4134201407432556,0.37942537665367126
Buttress,8,Ignore,20269690,10,31,986,8,48,25,811,2,26,0.01644301973283291,0.03486264497041702,0.09419809281826019,20.393293380737305,0.4423076923076923,0.1607142857142857,0.4147712290287018,0.46437233686447144
Buttress,8,nnPU-sampled,20269690,10,31,986,8,48,25,811,2,26,0.01644301973283291,0.03486264497041702,0.09419809281826019,20.393293380737305,0.5384615384615384,0.20833333333333331,0.801967442035675,0.354501336812973
Buttress,8,IPW-nnPU,20269690,10,31,986,8,48,25,811,2,26,0.01644301973283291,0.03486264497041702,0.09419809281826019,20.393293380737305,0.5,0.165,0.7588995695114136,0.4660700261592865
Buttress,8,FullPool-nnPU,20269690,10,31,986,8,48,25,811,2,26,0.01644301973283291,0.03486264497041702,0.09419809281826019,20.393293380737305,0.5,0.20512820512820512,0.7744712829589844,0.4336085021495819
Buttress,9,PN-sampled,20270699,10,31,986,8,48,26,792,2,38,0.01644301973283291,0.03623960167169571,0.07903637737035751,21.29418182373047,0.8289473684210527,0.24358974358974358,0.4984177350997925,0.4006880223751068
Buttress,9,Ignore,20270699,10,31,986,8,48,26,792,2,38,0.01644301973283291,0.03623960167169571,0.07903637737035751,21.29418182373047,0.9342105263157895,0.3666666666666667,0.5207246541976929,0.48089128732681274
Buttress,9,nnPU-sampled,20270699,10,31,986,8,48,26,792,2,38,0.01644301973283291,0.03623960167169571,0.07903637737035751,21.29418182373047,0.4473684210526316,0.06573275862068965,0.835158109664917,0.40696054697036743
Buttress,9,IPW-nnPU,20270699,10,31,986,8,48,26,792,2,38,0.01644301973283291,0.03623960167169571,0.07903637737035751,21.29418182373047,0.75,0.1380952380952381,0.9562497138977051,0.5253396034240723
Buttress,9,FullPool-nnPU,20270699,10,31,986,8,48,26,792,2,38,0.01644301973283291,0.03623960167169571,0.07903637737035751,21.29418182373047,0.6447368421052632,0.14,0.9294142723083496,0.45059096813201904
Buttress,10,PN-sampled,20271708,10,31,986,8,48,24,761,2,29,0.01644301973283291,0.03711698204278946,0.09419809281826019,18.940303802490234,0.8620689655172413,0.26666666666666666,0.5229851007461548,0.41155004501342773
Buttress,10,Ignore,20271708,10,31,986,8,48,24,761,2,29,0.01644301973283291,0.03711698204278946,0.09419809281826019,18.940303802490234,0.8793103448275862,0.29166666666666663,0.5107879638671875,0.4744822382926941
Buttress,10,nnPU-sampled,20271708,10,31,986,8,48,24,761,2,29,0.01644301973283291,0.03711698204278946,0.09419809281826019,18.940303802490234,0.7758620689655172,0.18333333333333335,0.9614847898483276,0.47549986839294434
Buttress,10,IPW-nnPU,20271708,10,31,986,8,48,24,761,2,29,0.01644301973283291,0.03711698204278946,0.09419809281826019,18.940303802490234,0.8793103448275862,0.29166666666666663,0.9769324064254761,0.5486981272697449
Buttress,10,FullPool-nnPU,20271708,10,31,986,8,48,24,761,2,29,0.01644301973283291,0.03711698204278946,0.09419809281826019,18.940303802490234,0.6551724137931035,0.12698412698412698,0.9249963760375977,0.4148097634315491
Buttress,11,PN-sampled,20272717,10,31,986,8,48,21,768,2,29,0.016746528446674347,0.03843817487359047,0.09419809281826019,17.144424438476562,0.9655172413793103,0.75,0.5176738500595093,0.4177974462509155
Buttress,11,Ignore,20272717,10,31,986,8,48,21,768,2,29,0.016746528446674347,0.03843817487359047,0.09419809281826019,17.144424438476562,0.9310344827586207,0.6666666666666666,0.5121315717697144,0.48339465260505676
Buttress,11,nnPU-sampled,20272717,10,31,986,8,48,21,768,2,29,0.016746528446674347,0.03843817487359047,0.09419809281826019,17.144424438476562,0.9137931034482758,0.6428571428571428,0.9660084247589111,0.442145973443985
Buttress,11,IPW-nnPU,20272717,10,31,986,8,48,21,768,2,29,0.016746528446674347,0.03843817487359047,0.09419809281826019,17.144424438476562,0.8448275862068966,0.5909090909090909,0.9529403448104858,0.4462646543979645
Buttress,11,FullPool-nnPU,20272717,10,31,986,8,48,21,768,2,29,0.016746528446674347,0.03843817487359047,0.09419809281826019,17.144424438476562,0.9310344827586207,0.6666666666666666,0.97773277759552,0.4325321912765503
Buttress,12,PN-sampled,20273726,10,31,986,8,48,23,783,2,34,0.016529105603694916,0.036683421581983566,0.09419809281826019,18.868223190307617,0.9852941176470588,0.8333333333333333,0.548794150352478,0.4145411252975464
Buttress,12,Ignore,20273726,10,31,986,8,48,23,783,2,34,0.016529105603694916,0.036683421581983566,0.09419809281826019,18.868223190307617,0.9264705882352942,0.3666666666666667,0.5330921411514282,0.4798082113265991
Buttress,12,nnPU-sampled,20273726,10,31,986,8,48,23,783,2,34,0.016529105603694916,0.036683421581983566,0.09419809281826019,18.868223190307617,0.9558823529411764,0.7,0.9758936166763306,0.5310618877410889
Buttress,12,IPW-nnPU,20273726,10,31,986,8,48,23,783,2,34,0.016529105603694916,0.036683421581983566,0.09419809281826019,18.868223190307617,0.9852941176470588,0.8333333333333333,0.977379560470581,0.5615274906158447
Buttress,12,FullPool-nnPU,20273726,10,31,986,8,48,23,783,2,34,0.016529105603694916,0.036683421581983566,0.09419809281826019,18.868223190307617,0.9411764705882353,0.6666666666666666,0.9842231869697571,0.4700011909008026
Buttress,13,PN-sampled,20274735,10,31,986,8,48,23,754,2,36,0.01644301973283291,0.03843817487359047,0.09419809281826019,18.348142623901367,0.763888888888889,0.1875,0.5126709938049316,0.4084673523902893
Buttress,13,Ignore,20274735,10,31,986,8,48,23,754,2,36,0.01644301973283291,0.03843817487359047,0.09419809281826019,18.348142623901367,0.7916666666666666,0.16666666666666666,0.5139464139938354,0.47591838240623474
Buttress,13,nnPU-sampled,20274735,10,31,986,8,48,23,754,2,36,0.01644301973283291,0.03843817487359047,0.09419809281826019,18.348142623901367,0.7361111111111112,0.13392857142857142,0.9498167037963867,0.44097232818603516
Buttress,13,IPW-nnPU,20274735,10,31,986,8,48,23,754,2,36,0.01644301973283291,0.03843817487359047,0.09419809281826019,18.348142623901367,0.7083333333333334,0.1388888888888889,0.9612831473350525,0.4990363121032715
Buttress,13,FullPool-nnPU,20274735,10,31,986,8,48,23,754,2,36,0.01644301973283291,0.03843817487359047,0.09419809281826019,18.348142623901367,0.8333333333333334,0.19642857142857142,0.9667094945907593,0.443667471408844
Buttress,14,PN-sampled,20275744,10,31,986,8,48,26,826,2,26,0.01644301973283291,0.03623960167169571,0.09419809281826019,21.426773071289062,0.5,0.5357142857142857,0.43391305208206177,0.37481415271759033
Buttress,14,Ignore,20275744,10,31,986,8,48,26,826,2,26,0.01644301973283291,0.03623960167169571,0.09419809281826019,21.426773071289062,0.46153846153846156,0.20238095238095238,0.42777156829833984,0.4587782621383667
Buttress,14,nnPU-sampled,20275744,10,31,986,8,48,26,826,2,26,0.01644301973283291,0.03623960167169571,0.09419809281826019,21.426773071289062,0.5769230769230769,0.5416666666666666,0.87382972240448,0.37734219431877136
Buttress,14,IPW-nnPU,20275744,10,31,986,8,48,26,826,2,26,0.01644301973283291,0.03623960167169571,0.09419809281826019,21.426773071289062,0.5,0.28703703703703703,0.7593032121658325,0.391605406999588
Buttress,14,FullPool-nnPU,20275744,10,31,986,8,48,26,826,2,26,0.01644301973283291,0.03623960167169571,0.09419809281826019,21.426773071289062,0.5,0.28703703703703703,0.7513007521629333,0.4183557331562042
Buttress,15,PN-sampled,20276753,10,31,986,8,48,25,785,2,40,0.01644301973283291,0.036683421581983566,0.09419809281826019,20.49131965637207,0.25,0.047619047619047616,0.32255297899246216,0.3666982352733612
