label,repeat,method,split_seed,positive_count,sampled_count_total,train_positive,train_reliable_negative,train_candidate,selected_pseudo_positive,selection_rate,threshold_mean,vote_mean,selected_score_mean,pseudo_weight,eval_positive,eval_reliable_negative,roc_auc,average_precision,eval_positive_mean_score
Pilaster,11,PositiveExpansion,20272693,11,34,9,54,27,0,0.0,0.5328530311584473,0.14814814814814814,nan,0.25,2,24,1.0,1.0,0.6317276954650879
Pilaster,12,Ignore,20273702,11,34,9,54,30,0,0.0,0.579051411151886,0.03333333333333333,nan,0.25,2,31,0.8387096774193549,0.5833333333333334,0.5486754179000854
Pilaster,12,PositiveExpansion,20273702,11,34,9,54,30,0,0.0,0.579051411151886,0.03333333333333333,nan,0.25,2,31,0.8387096774193549,0.5833333333333334,0.5486754179000854
Pilaster,13,Ignore,20274711,11,34,9,54,28,0,0.0,0.5736699819564819,0.0,nan,0.25,2,38,0.8289473684210527,0.18333333333333335,0.4992453455924988
Pilaster,13,PositiveExpansion,20274711,11,34,9,54,28,0,0.0,0.5736699819564819,0.0,nan,0.25,2,38,0.8289473684210527,0.18333333333333335,0.4992453455924988
Pilaster,14,Ignore,20275720,11,34,9,54,27,0,0.0,0.5585722088813782,0.037037037037037035,nan,0.25,2,26,0.9038461538461539,0.41666666666666663,0.5362182259559631
Pilaster,14,PositiveExpansion,20275720,11,34,9,54,27,0,0.0,0.5585722088813782,0.037037037037037035,nan,0.25,2,26,0.9038461538461539,0.41666666666666663,0.5362182259559631
Pilaster,15,Ignore,20276729,11,34,9,54,32,0,0.0,0.5665535807609559,0.03125,nan,0.25,2,37,0.9594594594594594,0.7,0.6028207540512085
Pilaster,15,PositiveExpansion,20276729,11,34,9,54,32,0,0.0,0.5665535807609559,0.03125,nan,0.25,2,37,0.9594594594594594,0.7,0.6028207540512085
Pilaster,16,Ignore,20277738,11,34,9,54,27,0,0.0,0.5533414602279663,0.037037037037037035,nan,0.25,2,43,0.9534883720930233,0.6666666666666666,0.5936509966850281
Pilaster,16,PositiveExpansion,20277738,11,34,9,54,27,0,0.0,0.5533414602279663,0.037037037037037035,nan,0.25,2,43,0.9534883720930233,0.6666666666666666,0.5936509966850281
Pilaster,17,Ignore,20278747,11,34,9,54,25,0,0.0,0.5772152781486511,0.0,nan,0.25,2,34,0.9705882352941176,0.75,0.6083080172538757
Pilaster,17,PositiveExpansion,20278747,11,34,9,54,25,0,0.0,0.5772152781486511,0.0,nan,0.25,2,34,0.9705882352941176,0.75,0.6083080172538757
Pilaster,18,Ignore,20279756,11,34,9,54,30,0,0.0,0.5751599788665771,0.03333333333333333,nan,0.25,2,31,0.8870967741935484,0.6111111111111112,0.5802105665206909
Pilaster,18,PositiveExpansion,20279756,11,34,9,54,30,0,0.0,0.5751599788665771,0.03333333333333333,nan,0.25,2,31,0.8870967741935484,0.6111111111111112,0.5802105665206909
Pilaster,19,Ignore,20280765,11,34,9,54,27,0,0.0,0.5947234511375428,0.0,nan,0.25,2,36,0.8472222222222222,0.225,0.507628858089447
Pilaster,19,PositiveExpansion,20280765,11,34,9,54,27,0,0.0,0.5947234511375428,0.0,nan,0.25,2,36,0.8472222222222222,0.225,0.507628858089447
Pilaster,20,Ignore,20281774,11,34,9,54,27,0,0.0,0.5524994611740113,0.037037037037037035,nan,0.25,2,26,1.0,1.0,0.6481947898864746
Pilaster,20,PositiveExpansion,20281774,11,34,9,54,27,0,0.0,0.5524994611740113,0.037037037037037035,nan,0.25,2,26,1.0,1.0,0.6481947898864746
Pilaster,21,Ignore,20282783,11,34,9,54,26,0,0.0,0.5718384861946106,0.0,nan,0.25,2,28,0.9821428571428572,0.8333333333333333,0.6035295128822327
Pilaster,21,PositiveExpansion,20282783,11,34,9,54,26,0,0.0,0.5718384861946106,0.0,nan,0.25,2,28,0.9821428571428572,0.8333333333333333,0.6035295128822327
Pilaster,22,Ignore,20283792,11,34,9,54,31,0,0.0,0.562578535079956,0.0,nan,0.25,2,40,0.875,0.2361111111111111,0.5003843903541565
Pilaster,22,PositiveExpansion,20283792,11,34,9,54,31,0,0.0,0.562578535079956,0.0,nan,0.25,2,40,0.875,0.2361111111111111,0.5003843903541565
Pilaster,23,Ignore,20284801,11,34,9,54,24,0,0.0,0.5713062763214112,0.0,nan,0.25,2,27,0.9814814814814815,0.8333333333333333,0.6060371994972229
Pilaster,23,PositiveExpansion,20284801,11,34,9,54,24,0,0.0,0.5713062763214112,0.0,nan,0.25,2,27,0.9814814814814815,0.8333333333333333,0.6060371994972229
Pilaster,24,Ignore,20285810,11,34,9,54,31,0,0.0,0.5636481165885925,0.0,nan,0.25,2,28,1.0,1.0,0.6629681587219238
Pilaster,24,PositiveExpansion,20285810,11,34,9,54,31,0,0.0,0.5636481165885925,0.0,nan,0.25,2,28,1.0,1.0,0.6629681587219238
Pilaster,25,Ignore,20286819,11,34,9,54,28,0,0.0,0.5411796331405639,0.03571428571428571,nan,0.25,2,41,1.0,1.0,0.6204034090042114
Pilaster,25,PositiveExpansion,20286819,11,34,9,54,28,0,0.0,0.5411796331405639,0.03571428571428571,nan,0.25,2,41,1.0,1.0,0.6204034090042114
Pilaster,26,Ignore,20287828,11,34,9,54,28,0,0.0,0.5712299108505249,0.0,nan,0.25,2,28,0.9821428571428572,0.8333333333333333,0.6095792055130005
Pilaster,26,PositiveExpansion,20287828,11,34,9,54,28,0,0.0,0.5712299108505249,0.0,nan,0.25,2,28,0.9821428571428572,0.8333333333333333,0.6095792055130005
Pilaster,27,Ignore,20288837,11,34,9,54,31,0,0.0,0.5660924315452576,0.0,nan,0.25,2,40,0.9375,0.6428571428571428,0.6000800132751465
Pilaster,27,PositiveExpansion,20288837,11,34,9,54,31,0,0.0,0.5660924315452576,0.0,nan,0.25,2,40,0.9375,0.6428571428571428,0.6000800132751465
Pilaster,28,Ignore,20289846,11,34,9,54,25,0,0.0,0.5682469129562377,0.0,nan,0.25,2,25,1.0,1.0,0.6095234751701355
Pilaster,28,PositiveExpansion,20289846,11,34,9,54,25,0,0.0,0.5682469129562377,0.0,nan,0.25,2,25,1.0,1.0,0.6095234751701355
Pilaster,29,Ignore,20290855,11,34,9,54,32,0,0.0,0.5590476989746094,0.03125,nan,0.25,2,20,0.9,0.6666666666666666,0.5764033794403076
Pilaster,29,PositiveExpansion,20290855,11,34,9,54,32,0,0.0,0.5590476989746094,0.03125,nan,0.25,2,20,0.9,0.6666666666666666,0.5764033794403076
Pinnacle,0,Ignore,20261568,11,27,9,54,23,0,0.0,0.5476770401000977,0.0,nan,0.25,2,25,1.0,1.0,0.5713077783584595
Pinnacle,0,PositiveExpansion,20261568,11,27,9,54,23,0,0.0,0.5476770401000977,0.0,nan,0.25,2,25,1.0,1.0,0.5713077783584595
Pinnacle,1,Ignore,20262577,11,27,9,54,23,0,0.0,0.5696164488792419,0.0,nan,0.25,2,35,0.9714285714285714,0.75,0.548528790473938
Pinnacle,1,PositiveExpansion,20262577,11,27,9,54,23,0,0.0,0.5696164488792419,0.0,nan,0.25,2,35,0.9714285714285714,0.75,0.548528790473938
Pinnacle,2,Ignore,20263586,11,27,9,54,19,0,0.0,0.5725512981414795,0.0,nan,0.25,2,22,1.0,1.0,0.6440603137016296
Pinnacle,2,PositiveExpansion,20263586,11,27,9,54,19,0,0.0,0.5725512981414795,0.0,nan,0.25,2,22,1.0,1.0,0.6440603137016296
Pinnacle,3,Ignore,20264595,11,27,9,54,25,0,0.0,0.5440667629241943,0.0,nan,0.25,2,30,0.9666666666666667,0.5833333333333333,0.531762957572937
Pinnacle,3,PositiveExpansion,20264595,11,27,9,54,25,0,0.0,0.5440667629241943,0.0,nan,0.25,2,30,0.9666666666666667,0.5833333333333333,0.531762957572937
Pinnacle,4,Ignore,20265604,11,27,9,54,18,0,0.0,0.5464279651641846,0.0,nan,0.25,2,28,0.9821428571428572,0.8333333333333333,0.629220187664032
Pinnacle,4,PositiveExpansion,20265604,11,27,9,54,18,0,0.0,0.5464279651641846,0.0,nan,0.25,2,28,0.9821428571428572,0.8333333333333333,0.629220187664032
Pinnacle,5,Ignore,20266613,11,27,9,54,26,0,0.0,0.5262465238571167,0.0,nan,0.25,2,34,0.9705882352941176,0.5833333333333333,0.5680046081542969
Pinnacle,5,PositiveExpansion,20266613,11,27,9,54,26,0,0.0,0.5262465238571167,0.0,nan,0.25,2,34,0.9705882352941176,0.5833333333333333,0.5680046081542969
Pinnacle,6,Ignore,20267622,11,27,9,54,17,0,0.0,0.5558839559555053,0.0,nan,0.25,2,26,1.0,1.0,0.6166547536849976
Pinnacle,6,PositiveExpansion,20267622,11,27,9,54,17,0,0.0,0.5558839559555053,0.0,nan,0.25,2,26,1.0,1.0,0.6166547536849976
Pinnacle,7,Ignore,20268631,11,27,9,54,18,0,0.0,0.5297362506389618,0.0,nan,0.25,2,21,0.9761904761904762,0.8333333333333333,0.5884485244750977
Pinnacle,7,PositiveExpansion,20268631,11,27,9,54,18,0,0.0,0.5297362506389618,0.0,nan,0.25,2,21,0.9761904761904762,0.8333333333333333,0.5884485244750977
Pinnacle,8,Ignore,20269640,11,27,9,54,20,0,0.0,0.5782092928886413,0.0,nan,0.25,2,26,1.0,1.0,0.6178795695304871
Pinnacle,8,PositiveExpansion,20269640,11,27,9,54,20,0,0.0,0.5782092928886413,0.0,nan,0.25,2,26,1.0,1.0,0.6178795695304871
Pinnacle,9,Ignore,20270649,11,27,9,54,19,0,0.0,0.5548374891281128,0.0,nan,0.25,2,28,1.0,1.0,0.5932983756065369
Pinnacle,9,PositiveExpansion,20270649,11,27,9,54,19,0,0.0,0.5548374891281128,0.0,nan,0.25,2,28,1.0,1.0,0.5932983756065369
Pinnacle,10,Ignore,20271658,11,27,9,54,20,0,0.0,0.5625809669494629,0.0,nan,0.25,2,36,1.0,1.0,0.6271277070045471
Pinnacle,10,PositiveExpansion,20271658,11,27,9,54,20,0,0.0,0.5625809669494629,0.0,nan,0.25,2,36,1.0,1.0,0.6271277070045471
Pinnacle,11,Ignore,20272667,11,27,9,54,24,0,0.0,0.5579946875572205,0.0,nan,0.25,2,32,0.984375,0.8333333333333333,0.591109573841095
Pinnacle,11,PositiveExpansion,20272667,11,27,9,54,24,0,0.0,0.5579946875572205,0.0,nan,0.25,2,32,0.984375,0.8333333333333333,0.591109573841095
Pinnacle,12,Ignore,20273676,11,27,9,54,20,0,0.0,0.5243561148643494,0.0,nan,0.25,2,24,1.0,1.0,0.6264102458953857
Pinnacle,12,PositiveExpansion,20273676,11,27,9,54,20,0,0.0,0.5243561148643494,0.0,nan,0.25,2,24,1.0,1.0,0.6264102458953857
Pinnacle,13,Ignore,20274685,11,27,9,54,22,0,0.0,0.5606105208396912,0.045454545454545456,nan,0.25,2,38,0.8947368421052632,0.26666666666666666,0.5815637111663818
Pinnacle,13,PositiveExpansion,20274685,11,27,9,54,22,0,0.0,0.5606105208396912,0.045454545454545456,nan,0.25,2,38,0.8947368421052632,0.26666666666666666,0.5815637111663818
Pinnacle,14,Ignore,20275694,11,27,9,54,22,0,0.0,0.5668766975402832,0.0,nan,0.25,2,33,1.0,1.0,0.6138725280761719
Pinnacle,14,PositiveExpansion,20275694,11,27,9,54,22,0,0.0,0.5668766975402832,0.0,nan,0.25,2,33,1.0,1.0,0.6138725280761719
Pinnacle,15,Ignore,20276703,11,27,9,54,22,0,0.0,0.5803601861000061,0.0,nan,0.25,2,33,0.6969696969696969,0.13392857142857142,0.4596248269081116
Pinnacle,15,PositiveExpansion,20276703,11,27,9,54,22,0,0.0,0.5803601861000061,0.0,nan,0.25,2,33,0.6969696969696969,0.13392857142857142,0.4596248269081116
Pinnacle,16,Ignore,20277712,11,27,9,54,22,0,0.0,0.5334870755672455,0.0,nan,0.25,2,33,0.9696969696969697,0.75,0.5487877130508423
Pinnacle,16,PositiveExpansion,20277712,11,27,9,54,22,0,0.0,0.5334870755672455,0.0,nan,0.25,2,33,0.9696969696969697,0.75,0.5487877130508423
Pinnacle,17,Ignore,20278721,11,27,9,54,24,0,0.0,0.5819512844085694,0.0,nan,0.25,2,20,0.975,0.8333333333333333,0.5752303600311279
