label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score
Buttress,0,PN-sampled,20261618,10,24,986,8,48,19,769,2,22,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.7045454545454546,0.24358974358974358,0.4771968424320221,0.41209959983825684
Buttress,0,Ignore,20261618,10,24,986,8,48,19,769,2,22,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.7045454545454545,0.20833333333333331,0.4740692973136902,0.4777612090110779
Buttress,0,nnPU-sampled,20261618,10,24,986,8,48,19,769,2,22,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.8181818181818181,0.26785714285714285,0.9752092361450195,0.45099568367004395
Buttress,0,IPW-nnPU,20261618,10,24,986,8,48,19,769,2,22,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.7727272727272727,0.26666666666666666,0.9702118039131165,0.5386579036712646
Buttress,0,FullPool-nnPU,20261618,10,24,986,8,48,19,769,2,22,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.8863636363636364,0.6428571428571428,0.9722696542739868,0.43060556054115295
Buttress,1,PN-sampled,20262627,10,24,986,8,48,22,782,2,38,0.015324192121624947,0.03682497516274452,0.09419809281826019,16.974773406982422,0.986842105263158,0.8333333333333333,0.548395037651062,0.4116038382053375
Buttress,1,Ignore,20262627,10,24,986,8,48,22,782,2,38,0.015324192121624947,0.03682497516274452,0.09419809281826019,16.974773406982422,0.9736842105263158,0.5833333333333333,0.5266537666320801,0.48161545395851135
Buttress,1,nnPU-sampled,20262627,10,24,986,8,48,22,782,2,38,0.015324192121624947,0.03682497516274452,0.09419809281826019,16.974773406982422,0.9342105263157895,0.6428571428571428,0.9714298844337463,0.4793427586555481
Buttress,1,IPW-nnPU,20262627,10,24,986,8,48,22,782,2,38,0.015324192121624947,0.03682497516274452,0.09419809281826019,16.974773406982422,0.9605263157894738,0.5,0.9694555997848511,0.48874127864837646
Buttress,1,FullPool-nnPU,20262627,10,24,986,8,48,22,782,2,38,0.015324192121624947,0.03682497516274452,0.09419809281826019,16.974773406982422,0.9605263157894737,0.7,0.981968879699707,0.44943472743034363
Buttress,2,PN-sampled,20263636,10,24,986,8,48,19,769,2,32,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.78125,0.31666666666666665,0.4619370698928833,0.41173693537712097
Buttress,2,Ignore,20263636,10,24,986,8,48,19,769,2,32,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.6875,0.17763157894736842,0.4588348865509033,0.4796021580696106
Buttress,2,nnPU-sampled,20263636,10,24,986,8,48,19,769,2,32,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.9375,0.45,0.9752092361450195,0.45099568367004395
Buttress,2,IPW-nnPU,20263636,10,24,986,8,48,19,769,2,32,0.015324192121624947,0.038308221846818924,0.09419809281826019,14.438694953918457,0.828125,0.25757575757575757,0.9702118039131165,0.5386579036712646
