label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score
Buttress,0,PN-sampled,20261618,10,32,986,8,48,25,769,2,22,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.7727272727272727,0.34090909090909094,0.4890792965888977,0.4004758298397064
Buttress,0,Ignore,20261618,10,32,986,8,48,25,769,2,22,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.7045454545454545,0.20833333333333331,0.4740692973136902,0.4777612090110779
Buttress,0,nnPU-sampled,20261618,10,32,986,8,48,25,769,2,22,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.8863636363636364,0.6428571428571428,0.9810522794723511,0.4579872488975525
Buttress,0,IPW-nnPU,20261618,10,32,986,8,48,25,769,2,22,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.9318181818181819,0.7,0.9820727705955505,0.47393128275871277
Buttress,0,FullPool-nnPU,20261618,10,32,986,8,48,25,769,2,22,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.8863636363636364,0.6428571428571428,0.9722696542739868,0.43060556054115295
Buttress,1,PN-sampled,20262627,10,32,986,8,48,29,782,2,38,0.014224314130842686,0.039477553218603134,0.08476662635803223,21.69565200805664,0.986842105263158,0.8333333333333333,0.5499012470245361,0.40414193272590637
Buttress,1,Ignore,20262627,10,32,986,8,48,29,782,2,38,0.014224314130842686,0.039477553218603134,0.08476662635803223,21.69565200805664,0.9736842105263158,0.5833333333333333,0.5266537666320801,0.48161545395851135
Buttress,1,nnPU-sampled,20262627,10,32,986,8,48,29,782,2,38,0.014224314130842686,0.039477553218603134,0.08476662635803223,21.69565200805664,0.9473684210526316,0.6666666666666666,0.9755263328552246,0.5064529180526733
Buttress,1,IPW-nnPU,20262627,10,32,986,8,48,29,782,2,38,0.014224314130842686,0.039477553218603134,0.08476662635803223,21.69565200805664,0.9736842105263158,0.75,0.9808427095413208,0.5421358346939087
Buttress,1,FullPool-nnPU,20262627,10,32,986,8,48,29,782,2,38,0.014224314130842686,0.039477553218603134,0.08476662635803223,21.69565200805664,0.9605263157894737,0.7,0.981968879699707,0.44943472743034363
Buttress,2,PN-sampled,20263636,10,32,986,8,48,25,769,2,32,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.890625,0.6111111111111112,0.47488367557525635,0.4004131257534027
Buttress,2,Ignore,20263636,10,32,986,8,48,25,769,2,32,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.6875,0.17763157894736842,0.4588348865509033,0.4796021580696106
Buttress,2,nnPU-sampled,20263636,10,32,986,8,48,25,769,2,32,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.921875,0.6428571428571428,0.9810522794723511,0.4579872488975525
Buttress,2,IPW-nnPU,20263636,10,32,986,8,48,25,769,2,32,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.921875,0.6428571428571428,0.9820727705955505,0.47393128275871277
Buttress,2,FullPool-nnPU,20263636,10,32,986,8,48,25,769,2,32,0.015098923817276955,0.04260467365384102,0.08476662635803223,19.276594161987305,0.875,0.3611111111111111,0.9722696542739868,0.43060556054115295
Buttress,3,PN-sampled,20264645,10,32,986,8,48,30,776,2,26,0.014224314130842686,0.041041113436222076,0.08476662635803223,22.476696014404297,0.9230769230769231,0.6666666666666666,0.532943606376648,0.40463417768478394
Buttress,3,Ignore,20264645,10,32,986,8,48,30,776,2,26,0.014224314130842686,0.041041113436222076,0.08476662635803223,22.476696014404297,1.0,1.0,0.5159146189689636,0.48291683197021484
Buttress,3,nnPU-sampled,20264645,10,32,986,8,48,30,776,2,26,0.014224314130842686,0.041041113436222076,0.08476662635803223,22.476696014404297,0.7692307692307692,0.3269230769230769,0.9607607126235962,0.49022382497787476
Buttress,3,IPW-nnPU,20264645,10,32,986,8,48,30,776,2,26,0.014224314130842686,0.041041113436222076,0.08476662635803223,22.476696014404297,0.9807692307692308,0.8333333333333333,0.980555534362793,0.5425596237182617
Buttress,3,FullPool-nnPU,20264645,10,32,986,8,48,30,776,2,26,0.014224314130842686,0.041041113436222076,0.08476662635803223,22.476696014404297,0.7884615384615384,0.5769230769230769,0.951935350894928,0.43229925632476807
Buttress,4,PN-sampled,20265654,10,32,986,8,48,21,779,2,40,0.015098923817276955,0.037548985332250595,0.08476662635803223,16.254310607910156,0.7125,0.17045454545454547,0.5016282796859741,0.40298599004745483
Buttress,4,Ignore,20265654,10,32,986,8,48,21,779,2,40,0.015098923817276955,0.037548985332250595,0.08476662635803223,16.254310607910156,0.9624999999999999,0.5,0.5125669240951538,0.4655742943286896
Buttress,4,nnPU-sampled,20265654,10,32,986,8,48,21,779,2,40,0.015098923817276955,0.037548985332250595,0.08476662635803223,16.254310607910156,0.475,0.0748663101604278,0.8886808156967163,0.49463164806365967
Buttress,4,IPW-nnPU,20265654,10,32,986,8,48,21,779,2,40,0.015098923817276955,0.037548985332250595,0.08476662635803223,16.254310607910156,0.475,0.06971153846153846,0.9119353294372559,0.46919572353363037
Buttress,4,FullPool-nnPU,20265654,10,32,986,8,48,21,779,2,40,0.015098923817276955,0.037548985332250595,0.08476662635803223,16.254310607910156,0.5874999999999999,0.10591133004926108,0.9345884323120117,0.4230341911315918
Buttress,5,PN-sampled,20266663,10,32,986,8,48,27,839,2,36,0.014224314130842686,0.036451466381549835,0.058718133717775345,21.319700241088867,0.3194444444444444,0.06036036036036036,0.3827335238456726,0.3575077950954437
Buttress,5,Ignore,20266663,10,32,986,8,48,27,839,2,36,0.014224314130842686,0.036451466381549835,0.058718133717775345,21.319700241088867,0.4861111111111111,0.2763157894736842,0.4235089123249054,0.43589162826538086
Buttress,5,nnPU-sampled,20266663,10,32,986,8,48,27,839,2,36,0.014224314130842686,0.036451466381549835,0.058718133717775345,21.319700241088867,0.2916666666666667,0.05448275862068966,0.805008590221405,0.4543300271034241
Buttress,5,IPW-nnPU,20266663,10,32,986,8,48,27,839,2,36,0.014224314130842686,0.036451466381549835,0.058718133717775345,21.319700241088867,0.375,0.07631578947368421,0.7827713489532471,0.5034405589103699
Buttress,5,FullPool-nnPU,20266663,10,32,986,8,48,27,839,2,36,0.014224314130842686,0.036451466381549835,0.058718133717775345,21.319700241088867,0.19444444444444442,0.04805491990846682,0.7351665496826172,0.4319296181201935
Buttress,6,PN-sampled,20267672,10,32,986,8,48,25,794,2,37,0.014224314130842686,0.039477553218603134,0.08476662635803223,18.485063552856445,0.9864864864864865,0.8333333333333333,0.555293083190918,0.4096705913543701
Buttress,6,Ignore,20267672,10,32,986,8,48,25,794,2,37,0.014224314130842686,0.039477553218603134,0.08476662635803223,18.485063552856445,0.9594594594594594,0.5,0.5298820734024048,0.48087817430496216
