label,repeat,method,split_seed,positive_count,sampled_count_total,pool_count_total,train_positive,train_reliable_negative,train_sampled,train_full_pool,eval_positive,eval_reliable_negative,sampling_probability_min,sampling_probability_median,sampling_probability_max,ipw_ess,roc_auc,average_precision,eval_positive_mean_score,full_pool_mean_score
Buttress,0,PN-sampled,20261618,10,31,986,8,48,23,769,2,22,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.7954545454545454,0.35,0.49948522448539734,0.413783997297287
Buttress,0,Ignore,20261618,10,31,986,8,48,23,769,2,22,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.7045454545454545,0.20833333333333331,0.4740692973136902,0.4777612090110779
Buttress,0,nnPU-sampled,20261618,10,31,986,8,48,23,769,2,22,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,1.0,1.0,0.9791507720947266,0.523842453956604
Buttress,0,IPW-nnPU,20261618,10,31,986,8,48,23,769,2,22,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.9545454545454545,0.75,0.98325514793396,0.4718312919139862
Buttress,0,FullPool-nnPU,20261618,10,31,986,8,48,23,769,2,22,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.8863636363636364,0.6428571428571428,0.9722696542739868,0.43060556054115295
Buttress,1,PN-sampled,20262627,10,31,986,8,48,26,782,2,38,0.014640267938375473,0.04428026080131531,0.0698348805308342,20.28809928894043,0.986842105263158,0.8333333333333333,0.5497468709945679,0.41377028822898865
Buttress,1,Ignore,20262627,10,31,986,8,48,26,782,2,38,0.014640267938375473,0.04428026080131531,0.0698348805308342,20.28809928894043,0.9736842105263158,0.5833333333333333,0.5266537666320801,0.48161545395851135
Buttress,1,nnPU-sampled,20262627,10,31,986,8,48,26,782,2,38,0.014640267938375473,0.04428026080131531,0.0698348805308342,20.28809928894043,0.6973684210526316,0.2916666666666667,0.9421385526657104,0.5501583218574524
Buttress,1,IPW-nnPU,20262627,10,31,986,8,48,26,782,2,38,0.014640267938375473,0.04428026080131531,0.0698348805308342,20.28809928894043,0.9078947368421052,0.6111111111111112,0.9699506759643555,0.5419881939888
Buttress,1,FullPool-nnPU,20262627,10,31,986,8,48,26,782,2,38,0.014640267938375473,0.04428026080131531,0.0698348805308342,20.28809928894043,0.9605263157894737,0.7,0.981968879699707,0.44943472743034363
Buttress,2,PN-sampled,20263636,10,31,986,8,48,23,769,2,32,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.953125,0.7,0.4846276640892029,0.4127711057662964
Buttress,2,Ignore,20263636,10,31,986,8,48,23,769,2,32,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.6875,0.17763157894736842,0.4588348865509033,0.4796021580696106
Buttress,2,nnPU-sampled,20263636,10,31,986,8,48,23,769,2,32,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,0.984375,0.8333333333333333,0.9791507720947266,0.523842453956604
Buttress,2,IPW-nnPU,20263636,10,31,986,8,48,23,769,2,32,0.016248682513833046,0.04577947035431862,0.0698348805308342,18.744396209716797,1.0,1.0,0.98325514793396,0.4718312919139862
